Brand,Model,Year of Manufacture,Transmission,Fuel Type,Engine Capacity (cc),Mileage (km),Price Rs.
BMW,318i M Sport Spec,2018,Automatic,Petrol,1500,84500,"Rs. 25,000,000"
Toyota,BJ 40,1983,Manual,Diesel,-,-,"Rs. 4,875,000"
Peugeot,406,2000,Manual,Diesel,2000,359577,"Rs. 3,800,000"
Suzuki,Wagon R Fx,2024,Automatic,Hybrid,650,2900,"Rs. 8,490,000"
Toyota,Premio,2012,Automatic,Petrol,1500,167000,"Rs. 11,900,000"
Daihatsu,Daihatsu,1980,Manual,Petrol,1000,-,"Rs. 900,000"
Toyota,Premio G Grade,2015,Automatic,Petrol,-,-,Negotiable
Suzuki,Liana,2005,Manual,Petrol,1450,245000,Negotiable
Nissan,B210,1975,Manual,Petrol,1200,-,"Rs. 950,000"
Mercedes-Benz,C200,2019,Automatic,Petrol,1500,59000,Negotiable
Audi,A3,2018,Automatic,Petrol,1000,188000,"Rs. 14,500,000"
Toyota,Vitz Rs Turbo,2000,Manual,Petrol,1500,132000,"Rs. 5,675,000"
Hyundai,Elantra GLS,2014,Automatic,Petrol,1500,72000,"Rs. 6,850,000"
Nissan,Nissan,1985,Manual,Petrol,1500,150000,"Rs. 775,000"
Honda,Civic Fd3,2011,Automatic,Hybrid,1300,189000,"Rs. 7,200,000"
Toyota,Corolla 121,2004,Manual,Petrol,1300,165000,"Rs. 5,370,000"
Audi,A6 RS6,2012,Automatic,Petrol,2000,90000,Negotiable
Toyota,Carina,2006,Automatic,Petrol,1700,185000,"Rs. 4,650,000"
Audi,A6 Modified,2013,Automatic,Diesel,2000,160000,Negotiable
Honda,FIT GP5 L Grade,2016,Automatic,Petrol,1500,139000,"Rs. 8,990,000"
Mitsubishi,Ek Wagon,2016,Automatic,Petrol,650,114000,"Rs. 6,475,000"
Toyota,Yaris Cross,2025,Automatic,Hybrid,1200,-,"Rs. 18,500,000"
Toyota,COROLLA EE96,1990,Manual,Petrol,1300,205009,"Rs. 1,850,000"
Honda,Civic,2018,Automatic,Petrol,1000,78000,Negotiable
Suzuki,Esteem,2005,Manual,Petrol,1200,50000,Negotiable
Toyota,Premio,2016,Automatic,Petrol,1500,116000,"Rs. 15,400,000"
Nissan,Pulsar,1985,Manual,Petrol,1500,118000,"Rs. 1,025,000"
Datsun,B211,1976,Manual,Petrol,1200,-,"Rs. 545,000"
Toyota,AXIO,2015,Automatic,Hybrid,1500,154000,"Rs. 11,500,000"
BMW,320D,2013,Automatic,Diesel,1990,107000,"Rs. 19,750,000"
Toyota,PRIUS,2013,Automatic,Hybrid,1800,189000,"Rs. 10,390,000"
Toyota,Camry,2015,Automatic,Hybrid,2500,105000,"Rs. 19,500,000"
Honda,FIT GP5,2014,Automatic,Hybrid,1500,120000,"Rs. 8,350,000"
Nissan,March AK12,2002,Automatic,Petrol,1300,135000,"Rs. 3,700,000"
Toyota,Corolla 121 G Limited,2004,Automatic,Petrol,1500,145000,"Rs. 6,650,000"
Toyota,Vios,2007,Automatic,Petrol,1496,132136,"Rs. 6,250,000"
Suzuki,Wagon R FZ Safety,2017,Automatic,Hybrid,650,102682,"Rs. 6,900,000"
Suzuki,Maruti,2006,Manual,Petrol,796,-,Negotiable
Honda,FIT GP1,2013,Automatic,Hybrid,1300,180000,"Rs. 7,200,000"
Nissan,B11,1993,Manual,Petrol,1300,1111,Negotiable
Toyota,Premio G Superior,2018,Automatic,Petrol,1500,78000,"Rs. 18,550,000"
Hyundai,Eon,2016,Manual,Petrol,800,114000,"Rs. 4,075,000"
Hyundai,EON,2016,Manual,Petrol,814,98000,"Rs. 3,680,000"
Peugeot,306,2000,Manual,Petrol,1350,870000,"Rs. 2,300,000"
Mercedes-Benz,A180 AMG,2014,Automatic,Petrol,1590,69300,"Rs. 17,500,000"
BMW,Mini Cooper,2015,Automatic,Petrol,2000,77000,"Rs. 14,850,000"
Toyota,Ke72 Dx Wagon,1985,Manual,Petrol,1300,147000,"Rs. 980,000"
Toyota,Vitz,2008,Automatic,Petrol,1000,90000,"Rs. 5,700,000"
Suzuki,Maruti,2012,Manual,Petrol,800,65000,"Rs. 2,400,000"
Honda,Civic EK3,1996,Manual,Petrol,1500,-,Negotiable
Toyota,Dx Wagon,1985,Manual,Petrol,1200,-,"Rs. 950,000"
Skoda,A6,2003,Manual,Petrol,1800,182000,"Rs. 2,350,000"
Toyota,EP 80,1990,Manual,Diesel,1450,123456,"Rs. 2,275,000"
Nissan,Cedric Gloria,2000,Automatic,Petrol,2500,254000,"Rs. 8,200,000"
Suzuki,Spacia Custom,2019,Automatic,Hybrid,660,90000,"Rs. 8,450,000"
Toyota,Axio G Grade,2015,Automatic,Hybrid,1490,118000,"Rs. 11,200,000"
Nissan,Leaf,2012,Automatic,Electric,80,95000,"Rs. 6,250,000"
Hyundai,Elantra,2001,Manual,Petrol,1600,123456,"Rs. 1,300,000(Ongoing Lease)"
Toyota,Passo,2023,Automatic,Petrol,1000,8000,"Rs. 8,850,000"
Suzuki,Alto,2015,Manual,Petrol,800,75000,"Rs. 3,875,000"
Chery,QQ 308,2010,Manual,Petrol,812,113500,"Rs. 1,625,000"
Suzuki,Swift RS,2017,Automatic,Hybrid,1300,81000,Negotiable
Toyota,Premio,2013,Automatic,Petrol,1500,157000,Negotiable
Toyota,Mark 2 GX110,2001,Automatic,Petrol,2500,116000,"Rs. 9,750,000"
Toyota,Carina Ti My Road,1997,Automatic,Petrol,1490,191000,"Rs. 4,375,000"
Toyota,Corolla CE90,1991,Manual,Diesel,-,-,Negotiable
Proton,wira,2003,Manual,Petrol,1600,30000,"Rs. 2,250,000"
Toyota,Premio,2006,Automatic,Petrol,1490,260000,"Rs. 7,500,000"
Honda,Civic,2001,Automatic,Petrol,1600,180000,"Rs. 5,750,000"
Ford,Lancer,1983,Manual,Petrol,1100,-,"Rs. 930,000"
Audi,A4 1.8T,2012,Automatic,Petrol,1800,89000,"Rs. 12,900,000"
Toyota,Camry 2 5G,2011,Automatic,Petrol,2500,170000,"Rs. 2,450,000(Ongoing Lease)"
Toyota,Allion 260 G,2007,Automatic,Petrol,1500,180000,"Rs. 9,400,000"
Mercedes-Benz,E200 Turbo AMG,2016,Automatic,Petrol,2000,86600,Negotiable
Mitsubishi,Lancer CK8A,1997,Automatic,Diesel,2000,200,"Rs. 3,450,000"
Toyota,PRIUS,2013,Automatic,Hybrid,1800,189000,"Rs. 10,390,000"
Toyota,Aqua,2015,Automatic,Hybrid,1490,160658,"Rs. 8,790,000"
Nissan,Sunny Hb12,1987,Manual,Petrol,1300,123456,"Rs. 1,450,000"
Toyota,Prius S Grade,2009,Automatic,Petrol,1800,170000,"Rs. 10,500,000"
Toyota,Aqua,2015,Automatic,Petrol,1490,90070,"Rs. 9,490,000"
Toyota,Aqua G Grade,2014,Automatic,Hybrid,1500,115000,"Rs. 8,200,000"
Toyota,Allion 240,2004,Automatic,Petrol,1499,183689,"Rs. 8,150,000"
Toyota,Corolla 121,2003,Automatic,Petrol,1497,211024,"Rs. 5,890,000"
Suzuki,A-Star,2013,Automatic,Petrol,998,87521,"Rs. 4,895,000"
Mitsubishi,Lancer Box,1980,Manual,Petrol,1400,2434,"Rs. 750,000"
Honda,Accord,2019,Automatic,Petrol,1500,90000,Negotiable
Toyota,Aqua X Urban,2015,Automatic,Petrol,1500,107000,"Rs. 9,300,000"
Suzuki,Wagon R Stingray,2014,Automatic,Petrol,650,90940,"Rs. 5,990,000"
Suzuki,Wagon R Fz,2018,Automatic,Petrol,-,91000,Negotiable
Nissan,FB14,1999,Automatic,Petrol,1500,208977,"Rs. 3,400,000"
Mitsubishi,Minica,2003,Automatic,Petrol,650,106000,"Rs. 3,550,000"
Toyota,Axio Wxb,2017,Automatic,Hybrid,1500,146000,"Rs. 13,300,000"
Mercedes-Benz,CLA 200 Premium Plus AMG Line,2019,Automatic,Petrol,-,62000,"Rs. 26,000,000"
Suzuki,HUSTLER,2024,Automatic,Petrol,650,250,"Rs. 10,500,000"
Honda,CIVIC SR,2018,Automatic,Petrol,1000,64500,"Rs. 13,800,000"
Suzuki,Wagon R Z Custom,2024,Automatic,Hybrid,660,245,Negotiable
Toyota,Toyota,1985,Manual,Petrol,-,-,Negotiable
Nissan,Sylphy Japan,2012,Automatic,Petrol,1800,114000,"Rs. 9,675,000"
Toyota,Vios,2005,Manual,Petrol,1500,250000,"Rs. 5,025,000"
Toyota,Passo,2016,Automatic,Petrol,1000,39800,"Rs. 7,250,000"
Suzuki,Hustler,2023,Automatic,Hybrid,650,9000,"Rs. 9,375,000"
Tata,Nano,2012,Manual,Petrol,670,123,Negotiable
Mazda,323,1983,Manual,Petrol,1499,0,Negotiable
Mazda,323,1983,Manual,Petrol,1499,0,Negotiable
Honda,Civic,2017,Automatic,Petrol,1000,47000,"Rs. 13,500,000"
Honda,Grace Ex,2015,Automatic,Hybrid,1500,130000,Negotiable
Nissan,Y32 Cedric,1994,Automatic,Diesel,2800,291000,"Rs. 3,650,000"
Hyundai,Hyundai,1989,Manual,Diesel,990,85000,"Rs. 1,360,000"
Audi,A6,2000,Automatic,Diesel,1900,234000,"Rs. 4,500,000"
Micro,Panda,2015,Manual,Petrol,998,86500,"Rs. 2,850,000"
Toyota,AT140,1985,Manual,Petrol,1500,-,"Rs. 1,100,000"
Nissan,Pulsar,1992,Manual,Petrol,1500,-,"Rs. 1,650,000"
Toyota,PRIUS S TOURING ANNIVERSARY,2015,Automatic,Hybrid,1800,108500,"Rs. 11,100,000(Ongoing Lease)"
Toyota,Vitz,2017,Automatic,Petrol,1000,84000,"Rs. 8,175,000"
Toyota,Carina,1985,Manual,Petrol,1460,100000,Negotiable
Nissan,Cube,2001,Automatic,Petrol,-,171000,Negotiable
Mercedes-Benz,E200 Turbo AMG,2016,Automatic,Petrol,2000,86600,Negotiable
Toyota,PRIUS,2013,Automatic,Hybrid,1800,189000,"Rs. 10,390,000"
Mitsubishi,Lancer CK8A,1997,Automatic,Diesel,2000,200,"Rs. 3,450,000"
Daihatsu,Mira ES L,2023,Automatic,Petrol,660,Import,Negotiable
Honda,Civic Ex Hatchback,2018,Automatic,Petrol,1000,37000,"Rs. 16,000,000"
Nissan,AD,1986,Manual,Petrol,1300,200000,"Rs. 3,000,000"
Suzuki,Maruti,2006,Manual,Petrol,650,30,"Rs. 2,150,000"
Kia,Carens,2001,Automatic,Petrol,1800,175000,"Rs. 2,550,000"
Toyota,CAMRY G,2006,Automatic,Petrol,2362,141360,"Rs. 7,700,000"
Suzuki,Alto 800,2015,Manual,Petrol,800,150000,"Rs. 3,875,000"
Hyundai,Elantra,2014,Automatic,Petrol,1,119000,Negotiable
Toyota,Carina TI Myroad,1997,Automatic,Petrol,1500,-,Negotiable
Micro,TREND,2013,Manual,Petrol,1000,76000,Negotiable
Suzuki,Wagon R Fx,2017,Automatic,Hybrid,660,107000,"Rs. 5,950,000"
Toyota,Premio G Superior,2018,Automatic,Petrol,1500,99000,"Rs. 18,250,000"
Toyota,Corona At150,1986,Manual,Petrol,15000,246000,"Rs. 1,100,000(Ongoing Lease)"
Toyota,CARINA TI,1998,Automatic,Diesel,1970,270,Negotiable
Toyota,Premio,1998,Automatic,Diesel,1970,179000,Negotiable
Chery,QQ,2006,Automatic,Petrol,820,96744,"Rs. 1,550,000"
Nissan,B11,1983,Manual,Petrol,1300,-,Negotiable
Toyota,AE110 Sprinter,2002,Automatic,Petrol,1300,200000,"Rs. 4,150,000"
Mercedes-Benz,W211 E200,2003,Automatic,Petrol,1800,129689,Negotiable
Mitsubishi,Lancer Box,1980,Manual,Petrol,1400,95963,"Rs. 675,000"
Honda,GRACE LIMITED EDITION,2015,Automatic,Hybrid,1500,119000,"Rs. 9,750,000"
Toyota,Passo,2009,Automatic,Petrol,-,138000,"Rs. 4,975,000"
Suzuki,Swift,2010,Automatic,Petrol,1300,134567,Negotiable
Nissan,Bluebird Sylphy,2008,Automatic,Petrol,1500,134000,"Rs. 7,600,000"
Audi,A1,2018,Automatic,Petrol,1000,59746,"Rs. 10,500,000"
Toyota,Corolla CE 108,1996,Manual,Diesel,1970,350000,"Rs. 2,975,000"
Nissan,B310,1979,Manual,Petrol,1200,0,Negotiable
Volkswagen,Beetle,1961,Manual,Petrol,1300,100000,Negotiable
Toyota,Prius,2014,Automatic,Hybrid,1800,112000,"Rs. 11,450,000"
Suzuki,Swift ZXI,2007,Automatic,Petrol,1300,150000,"Rs. 5,000,000"
Suzuki,Wagon R Stingray J Style,2017,Automatic,Hybrid,650,98000,"Rs. 6,000,000"
Suzuki,Alto,2011,Manual,Petrol,800,120000,"Rs. 2,960,000(Ongoing Lease)"
Tata,Indigo,2004,Manual,Petrol,1400,130000,"Rs. 1,550,000"
Toyota,AQUA,2013,Automatic,Hybrid,1500,98000,"Rs. 7,875,000"
Nissan,FB13,1990,Manual,Petrol,1500,190000,"Rs. 2,300,000"
Mazda,RX-8,2003,Manual,Petrol,1300,70000,"Rs. 5,600,000"
Toyota,AQUA,2012,Automatic,Hybrid,1500,175000,"Rs. 7,425,000"
Suzuki,Alto,2011,Manual,Petrol,796,120000,"Rs. 2,975,000"
Suzuki,Wagon R ZT Turbo,2023,Automatic,Hybrid,660,3000,"Rs. 9,875,000"
Nissan,Sunny B13,1991,Manual,Diesel,1700,355000,"Rs. 1,700,000"
Toyota,Corolla 110 L,2007,Automatic,Petrol,1500,199000,"Rs. 4,875,000"
Mercedes-Benz,E200 Turbo AMG,2016,Automatic,Petrol,2000,86600,Negotiable
Toyota,PRIUS,2013,Automatic,Hybrid,1800,189000,"Rs. 10,390,000"
BMW,320D,2013,Automatic,Diesel,1990,107000,"Rs. 19,750,000"
Toyota,Camry,2015,Automatic,Hybrid,2500,105000,"Rs. 19,500,000"
Peugeot,307,2002,Automatic,Petrol,1000,-,Negotiable
Suzuki,Esteem,2000,Manual,Petrol,1300,175000,"Rs. 2,450,000"
Toyota,Prius,2008,Automatic,Hybrid,1500,180000,"Rs. 6,500,000"
Honda,FIT GP5,2015,Automatic,Hybrid,1500,85000,"Rs. 8,950,000"
Suzuki,Alto,2015,Manual,Petrol,800,102000,Negotiable
BMW,520d,2012,Automatic,Diesel,1998,100000,Negotiable
Isuzu,JT600,1991,Manual,Diesel,1500,267000,"Rs. 975,000"
Honda,Civic SR,2017,Automatic,Petrol,1000,40000,"Rs. 13,000,000"
Toyota,Corolla Dx Wagon EE96 Ee97 Ae91,1990,Manual,Petrol,1290,230000,"Rs. 2,100,000"
Mazda,MP 90,1993,Manual,Petrol,1,1,Negotiable
Suzuki,Wagon R Stingray,2014,Automatic,Hybrid,650,100000,"Rs. 5,625,000"
Toyota,Corona,1997,Automatic,Petrol,1800,198000,"Rs. 3,250,000"
Honda,NBOX CUSTOM,2017,Automatic,Petrol,650,83000,"Rs. 7,325,000"
Toyota,Passo,2004,Automatic,Petrol,1000,110000,"Rs. 4,800,000"
Ford,LASER,1988,Manual,Petrol,1500,270000,"Rs. 1,275,000"
Toyota,Prius,2016,Automatic,Hybrid,-,72000,Negotiable
Mitsubishi,Lancer,1985,Manual,Petrol,1500,2000,"Rs. 750,000"
Mitsubishi,Lancer Box,1980,Manual,Petrol,1400,90000,"Rs. 975,000"
Toyota,Axio G Grade,2013,Automatic,Petrol,1500,155000,"Rs. 9,750,000"
Toyota,Vios,2003,Automatic,Petrol,1500,160000,"Rs. 5,100,000"
Toyota,110,1997,Automatic,Diesel,1900,-,"Rs. 3,350,000"
Toyota,Allion,2009,Automatic,Petrol,1490,200000,"Rs. 9,800,000"
Toyota,Corolla 121,2001,Automatic,Diesel,2200,339000,"Rs. 5,400,000"
Kia,Rio,2004,Manual,Petrol,1350,2,"Rs. 2,975,000"
Mercedes-Benz,C200 AMG PREMIUM PLUS,2018,Automatic,Petrol,1500,33000,Negotiable
Suzuki,Maruti,2012,Manual,Petrol,800,75000,"Rs. 2,500,000"
Suzuki,Wagon R,2018,Automatic,Hybrid,-,105000,"Rs. 6,775,000"
Toyota,Prius,2014,Automatic,Hybrid,1500,170000,Negotiable
Toyota,KE20,1970,Manual,Petrol,1200,134000,"Rs. 1,050,000"
Peugeot,407 Executive Highest Spec,2007,Automatic,Petrol,2230,130000,"Rs. 5,475,000"
Suzuki,Wagon R,2016,Automatic,Petrol,660,206989,"Rs. 5,800,000"
Mercedes-Benz,CLA 200,2019,Automatic,Petrol,1300,70000,"Rs. 26,000,000"
Nissan,Leaf AZEO,2015,Automatic,Petrol,800,77000,"Rs. 8,200,000"
BMW,740L,2018,Automatic,Petrol,2000,36000,"Rs. 60,000,000"
Micro,Panda Cross,2015,Manual,Petrol,1300,81000,"Rs. 3,650,000"
Peugeot,406,2000,Manual,Diesel,2000,359577,"Rs. 3,800,000"
Honda,Fit GP1,2013,Automatic,Hybrid,1300,49150,"Rs. 7,660,000"
BMW,520d,2012,Automatic,Diesel,2000,149000,"Rs. 20,100,000"
Toyota,Axio,2015,Automatic,Hybrid,1500,153000,"Rs. 11,800,000"
Peugeot,405 GL,1995,Manual,Petrol,-,-,Negotiable
Daihatsu,Mira ES L,2023,Automatic,Petrol,660,Import,Negotiable
Suzuki,Wagon R FX Safety,2024,Automatic,Petrol,660,3769,"Rs. 8,190,000"
Toyota,PRIUS,2013,Automatic,Hybrid,1800,189000,"Rs. 10,390,000"
Mercedes-Benz,E200 Turbo AMG,2016,Automatic,Petrol,2000,86600,Negotiable
Peugeot,405 GL,1995,Manual,Petrol,-,-,Negotiable
Nissan,HB12 Super Saloon,1986,Manual,Petrol,1500,176000,"Rs. 1,650,000"
Honda,Fit Gp1,2012,Automatic,Petrol,1300,135210,"Rs. 6,600,000"
Toyota,Starlet,1997,Automatic,Diesel,1500,195000,"Rs. 3,750,000"
Toyota,Aqua,2014,Automatic,Petrol,1500,119000,"Rs. 7,940,000"
Renault,Kwid RXT,2017,Manual,Petrol,1000,110000,Negotiable
Toyota,Premio G Superior,2013,Automatic,Petrol,1500,48000,"Rs. 13,500,000"
Suzuki,Spacia CUSTOM GS,2023,Automatic,Hybrid,650,250,"Rs. 10,500,000"
Perodua,Axia,2015,Automatic,Petrol,1000,128000,"Rs. 5,550,000"
Toyota,110,1997,Automatic,Diesel,2000,-,"Rs. 3,750,000"
Isuzu,Gemini,1980,Manual,Diesel,1900,6464587,"Rs. 475,000"
Nissan,Sunny,1995,Manual,Petrol,13370070,198832,"Rs. 2,830,000"
Datsun,Redi-GO,2016,Manual,Petrol,800,76600,"Rs. 3,125,000"
Toyota,Corona,1990,Manual,Diesel,2000,1,Negotiable
Mazda,6 GT,2014,Automatic,Petrol,2500,43000,"Rs. 18,000,000"
Toyota,Vitz,2018,Automatic,Petrol,1000,119000,"Rs. 9,275,000"
Toyota,Corolla AE100,1992,Manual,Petrol,1330,156680,"Rs. 3,150,000"
Nissan,Bluebird,2003,Automatic,Petrol,-,-,"Rs. 3,250,000"
Suzuki,Spacia,2017,Automatic,Petrol,660,74400,"Rs. 7,050,000"
Toyota,Aqua,2014,Automatic,Petrol,1490,90000,Negotiable(Ongoing Lease)
Kia,Sephia,2002,Manual,Petrol,1600,-,"Rs. 1,775,000"
Suzuki,Wagon R,2018,Automatic,Petrol,658,45000,"Rs. 7,550,000"
Toyota,Allion,2013,Automatic,Petrol,1500,150000,"Rs. 11,700,000"
Suzuki,Wagon R Custom ZX,2024,Automatic,Petrol,660,750,"Rs. 9,575,000"
Mitsubishi,C12,1985,Manual,Petrol,1500,60000,Negotiable
Renault,Kwid,2016,Manual,Petrol,8,130000,Negotiable(Ongoing Lease)
Honda,FREED,2012,Automatic,Petrol,-,143000,"Rs. 8,900,000"
Nissan,Pulsar FN14,1995,Manual,Petrol,1500,280000,"Rs. 1,050,000"
Honda,Fit Gp5,2013,Automatic,Petrol,1500,91500,"Rs. 8,275,000"
Mitsubishi,Lancer Wagon,1981,Manual,Petrol,1400,20000,"Rs. 375,000"
Toyota,CE 90,1990,Manual,Diesel,1850,300000,"Rs. 1,675,000"
Nissan,Vy11,2002,Automatic,Petrol,1300,1800000,"Rs. 32,500,000"
Nissan,FB15 Super Saloon,2004,Manual,Petrol,1500,180000,"Rs. 4,580,000"
Toyota,Corona AT170,1989,Manual,Petrol,1500,-,"Rs. 850,000"
Toyota,Premio G Superior,2015,Automatic,Petrol,1500,118000,"Rs. 15,800,000"
Toyota,Corolla EE96,1991,Manual,Petrol,1300,280000,"Rs. 1,750,000"
Suzuki,Alto Japan,1998,Manual,Petrol,660,144000,"Rs. 2,175,000"
Mitsubishi,Lancer,1985,Manual,Petrol,15000,30000,"Rs. 450,000"
Toyota,Corolla Dx Wagon,1985,Manual,Petrol,1200,243000,"Rs. 1,150,000"
Toyota,Yaris,2023,Automatic,Petrol,1000,4000,"Rs. 11,275,000"
Honda,Civic,2018,Automatic,Petrol,1000,51000,"Rs. 14,000,000"
Toyota,AXIO,2015,Automatic,Hybrid,1500,154000,"Rs. 11,500,000"
Daihatsu,Mira ES L,2023,Automatic,Petrol,660,Import,Negotiable
Mercedes-Benz,E200 Turbo AMG,2016,Automatic,Petrol,2000,86600,Negotiable
Toyota,Vitz,2018,Automatic,Petrol,990,58325,"Rs. 8,875,000"
Nissan,Bluebird,2002,Automatic,Petrol,1798,150000,"Rs. 3,525,000"
Mitsubishi,Lancer Wagon,1979,Manual,Petrol,1400,250000,"Rs. 425,000"
Toyota,PRIUS 4TH GEN,2016,Automatic,Petrol,1800,127000,"Rs. 14,950,000"
Toyota,EE106,1991,Manual,Petrol,1300,-,"Rs. 1,975,000"
Chevrolet,Cruze GM,2002,Automatic,Petrol,1300,150000,"Rs. 3,850,000"
Toyota,Belta,2008,Automatic,Petrol,1300,148000,"Rs. 6,800,000"
Austin,A40,1976,Manual,Petrol,-,1234,"Rs. 1,200,000"
Toyota,Vitz Ksp130,2015,Automatic,Petrol,1000,65000,"Rs. 7,950,000(Ongoing Lease)"
Suzuki,Alto Japan,2023,Automatic,Hybrid,660,16000,"Rs. 7,150,000"
Toyota,AT170,1990,Manual,Petrol,1500,12345,"Rs. 650,000(Ongoing Lease)"
Mitsubishi,Lancer CS2,2002,Automatic,Petrol,1500,180000,"Rs. 6,300,000"
Toyota,Avanza,2013,Manual,Petrol,-,777599611,"Rs. 8,500,000"
Mercedes-Benz,W 202,1994,Automatic,Petrol,1800,236000,Negotiable
Suzuki,Spacia Custom,2024,Automatic,Petrol,650,1000,Negotiable
Peugeot,505,1984,Manual,Diesel,2000,11,"Rs. 1,000,000"
Suzuki,LIANA,2002,Manual,Petrol,1300,160000,"Rs. 3,250,000"
Fiat,127L,1980,Manual,Petrol,900,-,"Rs. 675,000"
Tata,Nano,2012,Manual,Petrol,600,140000,Negotiable
Nissan,Patrol Y60,1960,Manual,Diesel,4200,12345,"Rs. 5,900,000"
Suzuki,Alto Japan,2007,Automatic,Petrol,660,139000,"Rs. 4,495,000"
Toyota,AXIO WXB,2016,Automatic,Hybrid,1500,170000,"Rs. 12,000,000"
Nissan,B310,1982,Manual,Petrol,1200,1000000,"Rs. 595,000"
Toyota,Premio,2019,Automatic,Petrol,1500,85000,"Rs. 19,250,000"
Suzuki,Wagon R FX S,2023,Automatic,Petrol,650,100,Negotiable
Mazda,Axela,2015,Automatic,Hybrid,2000,215000,"Rs. 11,500,000(Ongoing Lease)"
Toyota,Axio X,2008,Automatic,Petrol,1500,199500,"Rs. 7,490,000"
Honda,Air Wave,2007,Automatic,Petrol,1500,147000,"Rs. 6,800,000"
Toyota,PREMIO G Superior,2018,Automatic,Petrol,1500,78000,"Rs. 18,600,000"
Suzuki,Maruti 800,2008,Manual,Petrol,800,67980,"Rs. 2,200,000"
Honda,N WGN,2016,Automatic,Petrol,690,98000,"Rs. 6,450,000"
Suzuki,Wagon R Custom Smile,2024,Automatic,Hybrid,650,2000,"Rs. 9,300,000"
Toyota,Allion NZT 260,2018,Automatic,Petrol,1500,99000,Negotiable
Daihatsu,Mira,2024,Automatic,Petrol,650,-,"Rs. 7,550,000"
Mazda,MR 90,1994,Manual,Petrol,1400,125000,"Rs. 1,290,000"
Suzuki,Alto K10,2015,Automatic,Petrol,1000,118000,Negotiable
Toyota,Prius 4th Generation ZVW 50,2015,Automatic,Hybrid,1800,124000,Negotiable
Toyota,Aqua,2013,Automatic,Petrol,1500,110000,Negotiable
Toyota,Carina,1996,Automatic,Diesel,2000,168000,"Rs. 3,750,000"
Toyota,Prius 4th Generation,2016,Automatic,Hybrid,1800,145000,"Rs. 17,650,000"
Honda,Civic,2018,Automatic,Petrol,1000,51000,"Rs. 14,000,000"
Daihatsu,Mira ES L,2023,Automatic,Petrol,660,Import,Negotiable
Mercedes-Benz,E200 Turbo AMG,2016,Automatic,Petrol,2000,86600,Negotiable
Honda,Fit Shuttle GP7,2018,Automatic,Petrol,1500,118350,"Rs. 13,250,000"
Toyota,Axio X,2008,Automatic,Petrol,1500,199500,"Rs. 7,490,000"
Honda,Air Wave,2007,Automatic,Petrol,1500,147000,"Rs. 6,800,000"
Toyota,PREMIO G Superior,2018,Automatic,Petrol,1500,78000,"Rs. 18,600,000"
Suzuki,Maruti 800,2008,Manual,Petrol,800,67980,"Rs. 2,200,000"
Honda,N WGN,2016,Automatic,Petrol,690,98000,"Rs. 6,450,000"
Suzuki,Wagon R Custom Smile,2024,Automatic,Hybrid,650,2000,"Rs. 9,300,000"
Toyota,Allion NZT 260,2018,Automatic,Petrol,1500,99000,Negotiable
Daihatsu,Mira,2024,Automatic,Petrol,650,-,"Rs. 7,550,000"
Mazda,MR 90,1994,Manual,Petrol,1400,125000,"Rs. 1,290,000"
Suzuki,Alto K10,2015,Automatic,Petrol,1000,118000,Negotiable
Toyota,Prius 4th Generation ZVW 50,2015,Automatic,Hybrid,1800,124000,Negotiable
Toyota,Aqua,2013,Automatic,Petrol,1500,110000,Negotiable
Toyota,Carina,1996,Automatic,Diesel,2000,168000,"Rs. 3,750,000"
Toyota,Prius 4th Generation,2016,Automatic,Hybrid,1800,145000,"Rs. 17,650,000"
Toyota,40 T B,1982,Manual,Diesel,2500,2000,Negotiable
Suzuki,Spacia Custom Z,2023,Automatic,Hybrid,650,9800,Negotiable
Toyota,DX 74,1986,Manual,Petrol,1500,12345,"Rs. 1,050,000"
Suzuki,Spacia Custom XS Turbo,2024,Automatic,Hybrid,660,300,"Rs. 11,475,000"
Toyota,Yaris X Grade,2023,Automatic,Petrol,1000,40000,Negotiable
Nissan,FB15,2003,Automatic,Petrol,1500,167000,"Rs. 4,690,000"
Toyota,Prius,2007,Automatic,Hybrid,1500,180000,"Rs. 6,900,000"
Toyota,Corona,1990,Manual,Petrol,1500,0,"Rs. 2,275,000"
Toyota,Camry,2010,Automatic,Petrol,2400,88420,"Rs. 9,995,000"
Suzuki,Alto,2015,Manual,Petrol,796,65400,"Rs. 3,625,000"
Mercedes-Benz,W202,1995,Manual,Diesel,2000,206000,Negotiable
Toyota,Yaris X Grade,2024,Automatic,Petrol,1000,4000,Negotiable
Mercedes-Benz,S320,1993,Automatic,Petrol,3199,151000,Negotiable
Toyota,YARIS Limited,2023,Automatic,Petrol,990,29000,Negotiable
Suzuki,Maruti,2005,Manual,Petrol,800,-,"Rs. 1,885,000"
Renault,KWID SPORTS RXT,2016,Manual,Petrol,800,79000,"Rs. 3,475,000"
Toyota,Premio G Superior,2013,Automatic,Petrol,1500,163000,Negotiable
Hyundai,Accent,2001,Manual,Petrol,1500,189000,"Rs. 2,275,000"
Suzuki,Alto,2011,Manual,Petrol,800,120000,"Rs. 2,960,000"
Volkswagen,Beetle 1200,1969,Manual,Petrol,1200,80000,"Rs. 550,000"
Toyota,Vitz,2017,Automatic,Petrol,996,69000,"Rs. 8,375,000"
Suzuki,Wagon R Custom ZX,2024,Automatic,Petrol,660,450,"Rs. 9,575,000"
