Brand,Model,Year of Manufacture,Transmission,Fuel Type,Engine Capacity (cc),Mileage (km),Price Rs.
Toyota,Allion 260,2011,Automatic,Petrol,1500,200000,"Rs. 11,075,000"
Nissan,Cedric,0,Manual,Diesel,2200,1200000,"Rs. 1,975,000"
Nissan,Sunny,1990,Manual,Petrol,1480,164000,Negotiable
Toyota,Aqua S,2014,Automatic,Hybrid,1499,180000,"Rs. 8,000,000"
Suzuki,Alto,2005,Manual,Petrol,800,134000,"Rs. 2,675,000"
Toyota,Carina 150,1989,Manual,Petrol,1500,100000,"Rs. 1,300,000"
Toyota,Axio,2007,Automatic,Petrol,1500,160000,"Rs. 7,480,000"
Suzuki,Zen,2003,Manual,Petrol,1000,96000,"Rs. 1,125,000(Ongoing Lease)"
Mitsubishi,Lancer,1987,Manual,Petrol,1300,1111,"Rs. 1,200,000"
Toyota,L Touring,1999,Automatic,Petrol,2000,380000,"Rs. 3,650,000"
Suzuki,Swift,2005,Automatic,Petrol,1300,120000,"Rs. 5,475,000"
Toyota,Verossa,2003,Automatic,Petrol,1800,0,"Rs. 4,985,000"
Toyota,Allion,2013,Automatic,Petrol,1500,185000,"Rs. 11,800,000"
Toyota,KSP130,2015,Automatic,Petrol,1000,65000,"Rs. 7,490,000"
Toyota,Prius S Touring,2012,Automatic,Hybrid,18000,138000,"Rs. 10,500,000"
Mazda,Flair,2017,Automatic,Hybrid,660,68985,"Rs. 6,450,000"
Hyundai,Eon,2015,Manual,Petrol,800,74000,"Rs. 4,200,000"
Toyota,Prius,2016,Automatic,Petrol,1500,104000,"Rs. 17,400,000"
Honda,FIT Gp5 L Grade,2014,Automatic,Hybrid,1500,112400,"Rs. 8,750,000"
Hyundai,Stellar,1986,Manual,Petrol,-,-,Negotiable
Toyota,Starlet EP82,1995,Automatic,Petrol,1300,250000,Negotiable
Suzuki,Alto 800,2009,Manual,Petrol,800,112000,"Rs. 2,975,000"
Mitsubishi,Lancer Box,1980,Manual,Petrol,1400,111111,"Rs. 895,000"
Toyota,Corolla AE80,1984,Manual,Petrol,1290,358665,"Rs. 1,250,000"
Suzuki,Alto,2015,Manual,Petrol,800,135000,Negotiable
Honda,Grace Ex,2015,Automatic,Hybrid,1500,130000,"Rs. 9,790,000"
Mercedes-Benz,C180 Kompressor,2010,Automatic,Petrol,1600,172000,"Rs. 10,900,000"
Suzuki,Alto,2007,Manual,Petrol,800,141000,Negotiable
Toyota,Prius S Led,2014,Automatic,Hybrid,1800,200000,"Rs. 11,200,000"
Mitsubishi,Mirage,1990,Manual,Petrol,1800,100000,Negotiable(Ongoing Lease)
Suzuki,Swift,2005,Manual,Petrol,1000,117000,"Rs. 4,775,000"
Honda,Civic,1985,Automatic,Petrol,1300,300000,Negotiable
Toyota,CARINA AA60 MY ROAD,1984,Manual,Petrol,1400,67400,Negotiable
Nissan,March K10,1987,Manual,Petrol,1000,200000,"Rs. 975,000"
Nissan,Cefiro A32,1995,Manual,Petrol,2000,200000,"Rs. 2,300,000"
Mitsubishi,Lancer CK8A,1997,Automatic,Diesel,2000,200,"Rs. 3,450,000"
Honda,Civic,2018,Automatic,Petrol,1000,51000,"Rs. 14,000,000"
Honda,Civic Tech Pack Sedan,2019,Automatic,Petrol,1000,55000,"Rs. 14,250,000"
Honda,Civic Tech Pack Sedan,2019,Automatic,Petrol,1000,44000,"Rs. 14,500,000"
Suzuki,Swift Kei,2010,Manual,Petrol,650,136000,"Rs. 3,750,000"
Suzuki,Alto 800,2014,Manual,Petrol,800,120000,"Rs. 3,575,000"
Toyota,Premio G Superior,2014,Automatic,Petrol,1500,209000,"Rs. 14,500,000"
Toyota,Corolla 2 Windy,1993,Manual,Petrol,1290,125463,"Rs. 2,250,000"
Toyota,Allion 240,2003,Automatic,Petrol,1500,132000,Negotiable
Suzuki,Ertiga,2014,Manual,Petrol,1400,17000,"Rs. 5,500,000"
Suzuki,Alto,2008,Manual,Petrol,800,134000,"Rs. 2,690,000"
Mitsubishi,Lancer,1977,Manual,Petrol,1200,300000,"Rs. 450,000"
Toyota,Prius G Sport,2012,Automatic,Hybrid,1800,135000,Negotiable
Toyota,Roomy,2019,Automatic,Petrol,1000,55000,"Rs. 9,800,000"
Mercedes-Benz,SLK 250 CDI,2014,Automatic,Diesel,2200,45000,"Rs. 20,850,000"
Honda,JAV 4J,2000,Manual,Petrol,2000,0,"Rs. 6,000,000"
Toyota,Belta,2007,Automatic,Petrol,1300,160000,"Rs. 6,650,000"
Mitsubishi,Galant,1990,Manual,Diesel,1790,180000,"Rs. 2,150,000"
Honda,CIVIC,2018,Automatic,Petrol,1500,128000,"Rs. 14,800,000"
Nissan,FB13,1992,Manual,Diesel,-,310000,"Rs. 2,300,000"
Nissan,Sunny,1982,Manual,Petrol,1500,12345,"Rs. 620,000"
Morris,Minor Touring Convertible,1960,Manual,Petrol,1000,-,"Rs. 1,575,000"
Honda,RV6 HEV Z Grade 4WD,2025,Automatic,Hybrid,1500,-,"Rs. 22,600,000"
Mitsubishi,Galant,1986,Manual,Petrol,1600,197480,"Rs. 940,000"
Mazda,Axela,2017,Automatic,Petrol,2000,149000,"Rs. 11,650,000"
Toyota,Vitz,2017,Automatic,Petrol,-,20694,"Rs. 9,000,000"
Toyota,Vitz Safety,2017,Automatic,Petrol,1000,64000,"Rs. 8,275,000"
Suzuki,Wagon R FX Safety,2023,Automatic,Petrol,660,9000,"Rs. 8,100,000"
Toyota,Belta,2008,Automatic,Petrol,1000,158000,"Rs. 6,600,000"
Suzuki,Alto 800,2015,Manual,Petrol,800,94000,"Rs. 3,690,000"
Toyota,Allion,2008,Automatic,Petrol,1500,145000,"Rs. 9,900,000"
Toyota,Premio 260,2012,Automatic,Petrol,1500,175000,"Rs. 11,550,000"
Nissan,Primera,2000,Automatic,Petrol,1990,179000,"Rs. 3,495,000"
Honda,Grace,2016,Automatic,Petrol,1500,147000,"Rs. 10,500,000"
Honda,Integra,1989,Manual,Petrol,1490,11,"Rs. 1,575,000"
BMW,C200 Premium Plus AMG,2019,Automatic,Petrol,1500,53000,"Rs. 25,000,000"
Suzuki,Maruti,2011,Manual,Petrol,800,51000,Negotiable
Suzuki,Wagon R FX,2017,Automatic,Petrol,660,121000,Negotiable
Mitsubishi,Tedia,1983,Manual,Petrol,1400,100000,"Rs. 590,000"
Honda,Grace,2017,Automatic,Hybrid,1500,62000,"Rs. 12,500,000"
Suzuki,Alto 800,2014,Manual,Petrol,800,137000,"Rs. 3,575,000"
Mercedes-Benz,C200,2002,Automatic,Diesel,2000,200000,"Rs. 6,750,000"
Ford,Festiva,1993,Manual,Petrol,1300,66000,Negotiable
Suzuki,Alto LXi,2016,Manual,Petrol,660,56000,Negotiable(Ongoing Lease)
Mercedes-Benz,E200 Turbo AMG,2016,Automatic,Petrol,2000,86600,Negotiable
Honda,Civic Tech Pack Sedan,2019,Automatic,Petrol,1000,44000,"Rs. 14,500,000"
Toyota,Allion 260 G,2007,Automatic,Petrol,1500,180000,"Rs. 9,400,000"
Honda,Fit Shuttle GP7,2018,Automatic,Petrol,1500,118350,"Rs. 13,250,000"
Suzuki,Baleno Safety,2018,Automatic,Petrol,1000,72000,"Rs. 8,000,000"
Kia,Rio,2005,Manual,Petrol,1300,120000,"Rs. 2,700,000"
Toyota,Corolla Ce110,1996,Automatic,Diesel,2000,-,"Rs. 3,225,000"
Toyota,Tercel,1994,Manual,Petrol,1300,81600,Negotiable
Audi,A4,2012,Automatic,Petrol,2000,95000,"Rs. 13,500,000"
Toyota,Aqua Urban,2015,Automatic,Hybrid,1500,53100,"Rs. 9,050,000"
Nissan,B310,1988,Manual,Petrol,1390,200000,"Rs. 560,000"
Toyota,Aqua,2013,Automatic,Hybrid,1500,152000,"Rs. 7,690,000"
BMW,E36 320i,1991,Manual,Petrol,2000,100000,Negotiable
Toyota,Aqua,2012,Automatic,Hybrid,1500,129000,"Rs. 7,475,000"
Mitsubishi,Lancer Tube Light,1978,Manual,Petrol,1400,-,"Rs. 745,000"
Toyota,Carina Myroad,1984,Manual,Petrol,1500,243000,"Rs. 725,000"
Suzuki,Alto LXI,2012,Manual,Petrol,800,86000,"Rs. 3,065,000"
Ford,Festiva,1995,Manual,Petrol,1300,-,"Rs. 1,675,000"
Toyota,COROLLA 2,1989,Manual,Diesel,1450,180000,"Rs. 1,750,000"
Toyota,Premio G Superior,2013,Automatic,Petrol,1496,123000,"Rs. 12,875,000"
BMW,Z4 SDrive20i,2014,Automatic,Petrol,2000,85000,"Rs. 29,500,000"
Suzuki,Alto,2023,Manual,Petrol,-,-,"Rs. 7,200,000"
Subaru,J 10 Japan Car,1996,Manual,Petrol,1000,1234,"Rs. 750,000"
Opel,CORSA,1998,Manual,Petrol,1085,-,"Rs. 1,325,000"
Daihatsu,TAFT,2024,Automatic,Petrol,660,-,Negotiable
Suzuki,Wagon R Fz,2018,Automatic,Hybrid,650,75346,"Rs. 7,195,000"
Toyota,Premio,2019,Automatic,Petrol,-,49000,"Rs. 19,200,000"
Suzuki,Alto,2015,Manual,Petrol,800,125000,"Rs. 3,700,000"
Suzuki,Swift,2007,Automatic,Petrol,1240,134315,"Rs. 5,690,000"
Toyota,Yaris,2023,Automatic,Petrol,1000,25000,"Rs. 10,700,000"
Volvo,S40,2001,Manual,Petrol,1980,120000,Negotiable
Suzuki,Spacia,2015,Automatic,Petrol,650,74689,"Rs. 6,990,000"
Toyota,Roomy GT,2023,Automatic,Petrol,1000,10000,"Rs. 11,900,000"
Jaguar,S Type,2000,Automatic,Petrol,3000,70000,"Rs. 7,000,000"
Toyota,Starlet,1997,Automatic,Petrol,1330,220000,"Rs. 3,175,000"
Mitsubishi,Minica,2004,Manual,Petrol,660,100000,"Rs. 1,895,000"
Toyota,Camry Cv30,1991,Manual,Diesel,1970,265000,"Rs. 2,290,000"
Nissan,B211,1976,Manual,Petrol,1200,-,"Rs. 500,000"
Suzuki,Wagon R Fz,2014,Automatic,Petrol,650,130675,"Rs. 5,675,000"
Suzuki,Celerio,2016,Automatic,Petrol,1000,58000,"Rs. 5,300,000"
Morris,Tourer,1949,Manual,Petrol,850,-,Negotiable
Suzuki,Wagon R Custom ZT,2024,Automatic,Petrol,660,1900,"Rs. 9,850,000"
Toyota,Starlet Ep71 EFI TURBO,1987,Manual,Petrol,1300,2000,"Rs. 1,850,000"
Toyota,AXIO,2012,Automatic,Petrol,1500,117524,Negotiable
Honda,Civic Tech Pack Sedan,2019,Automatic,Petrol,1000,44000,"Rs. 14,500,000"
Toyota,PRIUS,2013,Automatic,Hybrid,1800,189000,"Rs. 10,390,000"
Daihatsu,Mira ES L,2023,Automatic,Petrol,660,Import,Negotiable
BMW,320D,2013,Automatic,Diesel,1990,107000,"Rs. 19,750,000"
Toyota,STARLET,1990,Manual,Petrol,1300,68000,Negotiable
Toyota,Vitz Edition,2016,Automatic,Petrol,990,82200,"Rs. 7,690,000"
Honda,FIT GP4 RS,2013,Automatic,Hybrid,1500,105000,Negotiable
Toyota,Aqua,2014,Automatic,Hybrid,1500,150000,"Rs. 8,100,000"
Toyota,Prius,2013,Automatic,Hybrid,1800,130000,Negotiable
Suzuki,Hustler,2017,Automatic,Hybrid,660,195890,"Rs. 5,800,000"
BMW,318i Edition Shadow,2017,Automatic,Petrol,1500,44522,"Rs. 23,000,000"
Toyota,Prius,2014,Automatic,Petrol,1800,121970,"Rs. 11,700,000"
Perodua,Viva Elite,2011,Manual,Petrol,1000,132000,"Rs. 4,100,000"
Suzuki,Alto Japan,2010,Automatic,Petrol,660,111531,"Rs. 4,650,000"
Toyota,Aqua Eagle Eye,2018,Automatic,Hybrid,1500,76000,Negotiable
Honda,Grace EX,2014,Automatic,Hybrid,1500,105000,"Rs. 9,490,000"
Toyota,Passo,2019,Automatic,Petrol,-,83000,Negotiable
Nissan,March K11,1996,Manual,Petrol,1000,-,"Rs. 2,250,000"
Toyota,Axio,2015,Automatic,Hybrid,1500,132000,"Rs. 12,000,000"
Kia,Spectra GLS,2001,Manual,Petrol,1600,-,"Rs. 2,375,000"
Toyota,Premio G Superior,2013,Automatic,Petrol,1500,172000,"Rs. 13,000,000"
Toyota,Prius,2014,Automatic,Petrol,1800,160000,Negotiable
Suzuki,Alto,2011,Manual,Petrol,800,113200,"Rs. 2,975,000"
Perodua,Viva Elite,2010,Automatic,Petrol,1000,135000,"Rs. 4,385,000"
Suzuki,Maruti,2004,Manual,Petrol,-,90000,Negotiable
Toyota,Carina AT170,1991,Manual,Petrol,1500,1,"Rs. 2,100,000"
Toyota,Allion,2016,Automatic,Petrol,1500,18000,Negotiable
Nissan,N16,2000,Manual,Petrol,1500,142000,"Rs. 3,825,000"
Toyota,CARINA,1997,Automatic,Diesel,1970,328334,"Rs. 4,190,000"
Suzuki,Maruti,2003,Manual,Petrol,-,100000,"Rs. 1,750,000"
Daihatsu,Charade G100s,1988,Manual,Petrol,1000,1,"Rs. 1,430,000"
Suzuki,Wagon R FZ,2025,Automatic,Hybrid,-,5000,Negotiable
Suzuki,Spacia CUSTOM GS,2023,Automatic,Petrol,650,2100,"Rs. 10,475,000"
Isuzu,Gemini,1988,Manual,Diesel,1500,3,"Rs. 950,000"
Toyota,Axio,2014,Automatic,Petrol,1,125000,Negotiable
Nissan,DAYZ,2017,Automatic,Petrol,650,109000,"Rs. 6,450,000"
Suzuki,Wagon R FZ,2015,Automatic,Petrol,600,84000,Negotiable
Toyota,Yaris X Limited,2024,Automatic,Petrol,1000,-,"Rs. 11,600,000"
Suzuki,Hustler J Style,2024,Automatic,Petrol,660,2000,"Rs. 9,250,000"
Toyota,EE96,1992,Manual,Petrol,1300,125000,Negotiable
Toyota,Vitz Safety,2018,Automatic,Petrol,1000,57000,Negotiable
Toyota,Aqua,2013,Automatic,Hybrid,1500,118000,Negotiable
Hyundai,Eon,2015,Manual,Petrol,814,70000,"Rs. 4,000,000"
Mercedes-Benz,Cla 180,2017,Automatic,Petrol,1400,17000,"Rs. 21,800,000"
Suzuki,Wagon R FX,2023,Automatic,Petrol,660,7000,"Rs. 7,550,000"
Honda,Civic Tech Pack Sedan,2019,Automatic,Petrol,1000,55000,"Rs. 14,250,000"
Toyota,Camry,2015,Automatic,Hybrid,2500,105000,"Rs. 19,500,000"
Mitsubishi,Lancer CK8A,1997,Automatic,Diesel,2000,200,"Rs. 3,450,000"
Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,600,96000,Negotiable
Suzuki,Swift,2005,Automatic,Petrol,1300,115000,"Rs. 5,290,000"
Nissan,Pulsar SN15,1997,Automatic,Diesel,1970,1234,"Rs. 2,585,000"
Suzuki,Swift Center Anternna,2003,Automatic,Petrol,1320,97672,"Rs. 5,200,000"
Honda,Insight,2011,Automatic,Petrol,1300,155000,Negotiable
Perodua,Kenari,2008,Automatic,Petrol,1000,150000,"Rs. 3,500,000"
Nissan,N17,2010,Manual,Petrol,1300,155000,"Rs. 4,775,000"
Daihatsu,Mira L Grade,2023,Automatic,Petrol,660,15470,"Rs. 7,050,000"
Toyota,Axio,2015,Automatic,Hybrid,1490,165000,"Rs. 11,000,000"
Micro,Panda,2012,Manual,Petrol,1300,111111,Negotiable(Ongoing Lease)
Toyota,Vitz,2010,Automatic,Petrol,1300,180000,"Rs. 6,600,000"
Nissan,Note E Power Mode Premier,2017,Automatic,Hybrid,1200,54000,"Rs. 9,650,000"
Suzuki,Alto,2002,Automatic,Petrol,-,184000,"Rs. 3,275,000"
BMW,520d,2016,Automatic,Diesel,2000,57000,Negotiable
Daihatsu,A10,1979,Manual,Petrol,1200,250000,"Rs. 1,600,000"
Toyota,Vitz Edition 2,2017,Automatic,Petrol,1000,82000,"Rs. 8,675,000"
Toyota,AQUA G GRADE,2015,Automatic,Hybrid,1500,129000,"Rs. 7,800,000"
Suzuki,Wagon R Fx,2017,Automatic,Hybrid,650,105000,"Rs. 6,300,000"
Toyota,Vista VX,1991,Automatic,Diesel,2000,111,"Rs. 2,550,000"
Suzuki,Wagon R Stingray,2023,Automatic,Hybrid,650,7000,"Rs. 9,700,000"
Nissan,B310,1969,Manual,Petrol,2700,0,"Rs. 800,000"
Nissan,Dayz,2018,Automatic,Petrol,660,-,Negotiable
Toyota,AE110 L,1998,Automatic,Petrol,1500,155000,"Rs. 4,800,000"
Honda,Fit GP5,2016,Automatic,Hybrid,1500,88000,"Rs. 9,890,000"
Suzuki,Alto Japan,2023,Automatic,Petrol,650,5500,"Rs. 7,150,000"
Toyota,Tarsal,1985,Manual,Petrol,1500,34888,"Rs. 475,000"
Daihatsu,Charade,1984,Manual,Petrol,1000,34869,"Rs. 675,000"
Suzuki,MH55S Wagon R,2017,Automatic,Petrol,650,148000,"Rs. 5,950,000"
Mitsubishi,Galant 10 Light,1971,Manual,Petrol,1400,79500,"Rs. 890,000"
Suzuki,Swift,2006,Manual,Petrol,1300,145000,"Rs. 4,500,000"
Suzuki,Swift,2003,Automatic,Petrol,1300,205000,"Rs. 4,400,000"
Toyota,Vitz Edition 3,2019,Automatic,Petrol,1000,-,"Rs. 8,790,000"
Toyota,Vitz,2007,Automatic,Petrol,1000,128000,"Rs. 5,690,000"
Toyota,Elephant Back DX,1999,Manual,Petrol,1300,195000,"Rs. 2,750,000"
Toyota,Axio,2008,Automatic,Petrol,1500,160000,"Rs. 8,050,000"
Toyota,Allion,2007,Automatic,Petrol,1490,314000,"Rs. 8,000,000"
Toyota,Aqua,2014,Automatic,Hybrid,1499,130000,"Rs. 7,650,000"
Mercedes-Benz,C200,2018,Automatic,Petrol,1500,70000,"Rs. 29,300,000"
Mitsubishi,Lancer CB3A,1992,Manual,Petrol,1500,175000,"Rs. 450,000"
Nissan,March 11,2002,Manual,Petrol,1000,1,"Rs. 2,735,000(Ongoing Lease)"
BMW,320D,2013,Automatic,Diesel,1990,107000,"Rs. 19,750,000"
Daihatsu,Mira ES L,2023,Automatic,Petrol,660,Import,Negotiable
Toyota,Camry,2015,Automatic,Hybrid,2500,105000,"Rs. 19,500,000"
Toyota,PRIUS,2013,Automatic,Hybrid,1800,189000,"Rs. 10,390,000"
Toyota,Aqua S Grade,2013,Automatic,Hybrid,1500,123000,"Rs. 7,750,000"
Honda,Fit GP5,2013,Automatic,Hybrid,1500,118000,"Rs. 8,450,000"
Nissan,Dayz,2024,Automatic,Hybrid,-,0,"Rs. 8,500,000"
Bajaj,Qute,2019,Manual,Petrol,216,46000,"Rs. 1,320,000"
Nissan,Sunny,1987,Manual,Petrol,13000,1111111,"Rs. 1,575,000"
Toyota,CE110,1996,Automatic,Diesel,1800,232000,Negotiable
Suzuki,Alto,2024,Manual,Hybrid,-,-,"Rs. 7,600,000"
Toyota,Premio G Superior,2018,Automatic,Petrol,-,125000,Negotiable
Toyota,Aqua,2013,Automatic,Hybrid,1500,77500,"Rs. 7,950,000"
BMW,I8 Coupe,2017,Automatic,Petrol,1500,18000,"Rs. 36,000,000"
Honda,Grace EX Sensing,2017,Automatic,Petrol,1500,105000,Negotiable
Suzuki,Alto LXI,2016,Manual,Petrol,800,23500,Negotiable
Suzuki,Zen,2006,Manual,Petrol,1000,98500,"Rs. 2,450,000"
Nissan,Wingroad,2000,Manual,Petrol,1500,12,"Rs. 3,200,000"
Nissan,FB13,1993,Manual,Diesel,1860,80000,"Rs. 2,000,000"
Mercedes-Benz,E 240,2004,Automatic,Petrol,2600,110000,Negotiable
Toyota,Yaris Cross Z,2023,Automatic,Petrol,1500,21481,"Rs. 17,990,000"
Toyota,Aqua G,2013,Automatic,Hybrid,1500,125000,"Rs. 8,550,000"
Tata,Indigo KR8,2011,Manual,Petrol,1350,80000,"Rs. 2,650,000"
Toyota,Aqua S Grade,2014,Automatic,Hybrid,1500,117000,"Rs. 7,950,000"
Suzuki,Wagon R Stingray,2018,Automatic,Petrol,650,140000,"Rs. 7,550,000"
Toyota,IST,2007,Automatic,Petrol,1500,95,"Rs. 7,100,000"
Mitsubishi,Lancer Wagon,1984,Manual,Petrol,1200,1234,"Rs. 795,000"
Honda,FIT GP5,2014,Automatic,Hybrid,1500,85000,"Rs. 8,950,000"
Suzuki,Wagon R FX,2017,Automatic,Hybrid,650,115500,"Rs. 6,000,000"
Toyota,Duet,1999,Manual,Petrol,1000,187000,"Rs. 2,790,000"
Honda,Grace,2017,Automatic,Petrol,1500,109000,"Rs. 10,150,000"
Mazda,326,1994,Manual,Petrol,1900,-,"Rs. 500,000"
Toyota,Sprinter,1997,Manual,Petrol,1300,185499,"Rs. 3,190,000"
Mazda,Carol,2023,Automatic,Petrol,660,4100,Negotiable
Honda,Fit,2012,Automatic,Hybrid,1330,190000,"Rs. 6,900,000(Ongoing Lease)"
Nissan,Primera,2002,Automatic,Petrol,2000,280000,"Rs. 3,950,000"
Nissan,Tiida,2013,Automatic,Petrol,1500,154000,"Rs. 6,475,000"
Suzuki,Swift Kei,2006,Automatic,Petrol,650,95000,"Rs. 4,100,000"
Nissan,Sunny Super Saloon,2003,Manual,Petrol,-,12957,"Rs. 3,875,000"
Suzuki,A-Star,2012,Automatic,Petrol,1000,124000,"Rs. 4,675,000(Ongoing Lease)"
Suzuki,Swift,2012,Automatic,Petrol,1400,100000,"Rs. 6,300,000"
Toyota,Corolla DX Wagon KE 74,1984,Manual,Petrol,1500,1111,"Rs. 975,000"
Suzuki,Maruti,2007,Manual,Petrol,800,75,"Rs. 1,925,000"
Nissan,Pulsar Cj1,1998,Automatic,Petrol,1400,154000,"Rs. 3,550,000"
Honda,Fit Shuttle GP7,2018,Automatic,Petrol,1500,118350,"Rs. 13,250,000"
Toyota,PRIUS,2013,Automatic,Hybrid,1800,189000,"Rs. 10,390,000"
BMW,320D,2013,Automatic,Diesel,1990,107000,"Rs. 19,750,000"
Honda,Civic Tech Pack Sedan,2019,Automatic,Petrol,1000,55000,"Rs. 14,250,000"
Nissan,B211,1980,Manual,Petrol,1200,-,"Rs. 390,000"
Honda,Civic Cvcc,1981,Manual,Petrol,1500,68352,"Rs. 450,000"
Toyota,Corolla AE100,1993,Automatic,Petrol,1500,-,"Rs. 2,750,000"
Suzuki,Wagon R FX,2024,Automatic,Hybrid,660,4200,Negotiable
Nissan,Ad Wagon,1999,Manual,Petrol,1300,227500,"Rs. 3,325,000"
Zotye,Z100,2017,Manual,Petrol,1000,65000,"Rs. 3,150,000"
Toyota,YARIS X,2022,Automatic,Petrol,1000,31000,Negotiable
Toyota,Carina SI,2000,Automatic,Petrol,1800,220000,Negotiable(Ongoing Lease)
Suzuki,Alto Japan,2016,Automatic,Hybrid,650,73000,Negotiable
Suzuki,Wagon R,2008,Manual,Petrol,1000,140000,Negotiable
Chevrolet,Cruze,2003,Automatic,Petrol,1300,162000,"Rs. 4,150,000"
Suzuki,Alto Japan,2004,Automatic,Petrol,660,139000,Negotiable
Suzuki,Alto Japan,2002,Automatic,Petrol,650,172000,"Rs. 2,890,000"
Toyota,Allion G Plus,2016,Automatic,Petrol,1500,165000,"Rs. 15,250,000"
Renault,Kwid,2016,Manual,Petrol,1000,37100,"Rs. 3,775,000(Ongoing Lease)"
BMW,318i Laxury Line,2018,Automatic,Petrol,1500,60000,"Rs. 20,500,000"
Ford,Laser,1994,Manual,Petrol,1300,157000,"Rs. 1,375,000"
Toyota,Corolla L Touring,1999,Automatic,Diesel,2000,390000,"Rs. 3,680,000"
Mitsubishi,Gallant Sigma,1983,Manual,Petrol,2600,25000,"Rs. 550,000"
Toyota,Corolla Wagon,1990,Manual,Diesel,1830,267955,"Rs. 1,840,000"
Toyota,Tercel,1997,Automatic,Petrol,1330,234000,Negotiable
Nissan,Primera,2001,Manual,Petrol,1998,2,"Rs. 3,250,000"
Toyota,Vitz,2018,Automatic,Petrol,1000,1,Negotiable
Subaru,Subaru,2011,Manual,Petrol,1500,18521,"Rs. 3,965,000"
Suzuki,Swift,2008,Automatic,Petrol,1300,136000,"Rs. 6,500,000"
Toyota,Starlet,1997,Automatic,Diesel,1450,199000,"Rs. 3,590,000"
Nissan,FB14,1996,Automatic,Petrol,1490,225000,"Rs. 3,085,000"
Toyota,Ae91,1990,Manual,Petrol,1500,-,"Rs. 1,850,000"
Mercedes-Benz,S320,2001,Automatic,Petrol,3200,123500,"Rs. 6,990,000"
Toyota,Premio G Superior,2017,Automatic,Petrol,1500,42500,Negotiable
Mitsubishi,LANCER WAGON,1983,Manual,Petrol,1400,87000,Negotiable
Suzuki,Alto,2016,Manual,Petrol,800,102800,"Rs. 4,050,000"
Nissan,Cefiro J31,2005,Automatic,Petrol,2300,300000,"Rs. 6,700,000"
Mitsubishi,LANCER CS1 GLX,2008,Automatic,Petrol,1300,175420,"Rs. 1,500,000"
Toyota,Corolla 121,2002,Automatic,Petrol,1500,200000,Negotiable
Nissan,B110,0,Manual,Petrol,1400,-,"Rs. 340,000"
Suzuki,Zen,2006,Manual,Diesel,1000,123456,"Rs. 1,950,000"
Nissan,Cefiro J31,2004,Automatic,Petrol,2300,150000,"Rs. 7,950,000"
Toyota,Corolla AE110,1996,Automatic,Petrol,1500,-,"Rs. 3,775,000"
Daihatsu,Charmant,1988,Manual,Diesel,-,-,"Rs. 450,000"
Suzuki,Wagon R FX,2023,Automatic,Petrol,660,7000,"Rs. 7,550,000"
Honda,Civic,2018,Automatic,Petrol,1000,51000,"Rs. 14,000,000"
Honda,Civic Tech Pack Sedan,2019,Automatic,Petrol,1000,44000,"Rs. 14,500,000"
Honda,Fit Shuttle GP7,2018,Automatic,Petrol,1500,118350,"Rs. 13,250,000"
Suzuki,Wagon R Stingray,2017,Automatic,Hybrid,650,54000,"Rs. 7,495,000"
Toyota,Allion 260,2007,Automatic,Petrol,1790,173,Negotiable
Toyota,Corolla,1984,Manual,Petrol,1300,90000,"Rs. 1,150,000"
Nissan,Dayz,2017,Automatic,Petrol,650,90000,"Rs. 5,975,000"
Nissan,N17,2007,Manual,Petrol,1300,3,"Rs. 4,500,000"
Nissan,B310,1978,Manual,Petrol,1400,-,Negotiable
Perodua,Axia,2016,Automatic,Petrol,1000,27000,"Rs. 6,100,000"
Nissan,VY11,2004,Automatic,Petrol,1300,12500000,"Rs. 3,500,000"
Honda,Fit Aria,2004,Automatic,Petrol,1500,230000,"Rs. 4,200,000"
Nissan,AD Wagon,1984,Manual,Petrol,1300,-,"Rs. 850,000"
Nissan,AD Wagon Y10,1998,Automatic,Petrol,1300,138000,"Rs. 2,750,000"
Toyota,YARIS X GRADE SAFETY,2023,Automatic,Petrol,990,30000,"Rs. 10,790,000"
Honda,S660,2015,Automatic,Petrol,650,35000,"Rs. 6,400,000"
Toyota,YARIS X GRADE,2023,Automatic,Petrol,990,35000,"Rs. 10,690,000"
Jaguar,XF Premium,2014,Automatic,Diesel,2200,67840,"Rs. 19,200,000"
Suzuki,SPACIA G GRADE,2024,Automatic,Hybrid,650,1000,"Rs. 9,290,000"
BMW,318i M Sports,2018,Automatic,Petrol,1500,33900,Negotiable
Toyota,Corolla,1996,Automatic,Diesel,1970,12453,"Rs. 3,150,000"
Peugeot,408,2012,Automatic,Petrol,1997,46200,"Rs. 7,390,000"
Toyota,Corolla 110,1996,Automatic,Diesel,-,-,"Rs. 3,350,000"
Perodua,Bezza,2017,Automatic,Petrol,1000,58000,"Rs. 7,100,000"
Toyota,Prius S Touring,2011,Automatic,Hybrid,1800,178000,"Rs. 9,600,000"
Toyota,Vitz,2018,Automatic,Petrol,-,105788,"Rs. 8,450,000"
Hyundai,Elantra,2000,Manual,Petrol,1599,151000,"Rs. 2,800,000"
Toyota,Belta,2007,Automatic,Petrol,1300,234000,"Rs. 7,050,000(Ongoing Lease)"
Mitsubishi,Lancer Wagon,1975,Manual,Petrol,1400,150000,"Rs. 450,000"
Suzuki,Alto Japan,2004,Automatic,Petrol,650,100087,Negotiable
Toyota,Carina AT 170,1992,Manual,Petrol,1500,-,"Rs. 1,975,000"
