Brand,Model,Year of Manufacture,Transmission,Fuel Type,Engine Capacity (cc),Mileage (km),Price Rs.
Toyota,Fortuner,2015,Automatic,Diesel,3000,130000,26500000
Honda,Vezel Orange Pack Z Grade,2014,Automatic,Hybrid,1490,108000,10500000
Hyundai,Santa Fe,2008,Automatic,Petrol,2700,1111111,6950000
Mitsubishi,Pajero,2007,Automatic,Diesel,3200,145000,15750000
Toyota,Land Cruiser Prado,2013,Manual,Diesel,3000,170000,31500000
Audi,Q2,2017,Automatic,Petrol,1000,99500,14950000
Honda,Vezel Orange Pack,2014,Automatic,Hybrid,1490,165000,10200000
Land-Rover,Defender,1969,Manual,Diesel,3426,12000,3500000
Mitsubishi,Montero Sport,2011,Automatic,Diesel,2500,181000,15200000
Nissan,Dayz Highway Star G Limited Intercooler Turbo,2023,Automatic,Hybrid,660,5000,8850000
Hyundai,Santa Fe,2012,Automatic,Diesel,2000,128000,12800000
Toyota,150 TX Limited,2015,Automatic,Petrol,2700,126000,42500000
Mitsubishi,Montero GLX,2009,Automatic,Petrol,3000,150000,21500000
Mercedes-Benz,GLE300D,2019,Automatic,Diesel,2000,43000,62000000
Micro,Rexton,2009,Automatic,Diesel,2500,168000,7650000
Honda,Vezel Z Grade,2014,Automatic,Hybrid,1499,220000,9850000
Honda,CRV,2018,Automatic,Petrol,1500,40000,23000000
Micro,Kyron,2011,Automatic,Diesel,2000,112000,7450000
Toyota,Raize Z,2024,Automatic,Petrol,1200,30,17250000
Toyota,Raize Z Grade,2020,Automatic,Petrol,1000,31000,12495000
Toyota,Raize Z Grade,2020,Automatic,Petrol,1000,77000,12150000
DFSK,Glory 580,2019,Automatic,Petrol,1500,86000,8100000
Honda,Vezel,2016,Automatic,Hybrid,1500,94512,12550000
DFSK,Glory I-Auto,2021,Automatic,Petrol,1498,46186,12200000
Kia,Sorento,2012,Automatic,Diesel,2200,117000,12850000
Toyota,Land Cruiser Prado 150,2015,Automatic,Diesel,3000,187000,42500000
Honda,VEZEL Z PREMIUM,2024,Automatic,Hybrid,1500,9000,22200000
Kia,SORENTO,2004,Manual,Petrol,2351,231000,5475000
Nissan,Juke,2012,Automatic,Petrol,1500,159000,7100000
Honda,Vezel Z Grade,2024,Automatic,Petrol,1500,9500,22750000
Mitsubishi,Pajero GDI,1999,Automatic,Petrol,1600,150000,5500000
Toyota,CHR NGX10 GT,2018,Automatic,Petrol,1200,78000,15600000
DFSK,Glory I-Auto,2021,Automatic,Petrol,1500,64000,12800000
Kia,Sportage,2011,Automatic,Petrol,2000,154000,10675000
Mahindra,KUV 100 NXT,2023,Automatic,Diesel,1200,17800,7190000
DFSK,Glory 330,2016,Manual,Diesel,1300,76000,5375000
Mahindra,KUV 100 NXT,2022,Automatic,Diesel,1200,20800,6990000
BMW,X1,2017,Automatic,Petrol,1497,64000,21200000
Kia,Sportage Orange Pack,2011,Automatic,Petrol,2000,127000,11275000
Mitsubishi,Montero,2013,Automatic,Diesel,3200,120000,24000000
Micro,Korando,2012,Automatic,Diesel,1998,105272,4975000
Honda,CRV,2018,Automatic,Petrol,1500,98,19500000
Honda,Vezel,2016,Automatic,Petrol,1500,69000,12490000
Toyota,Prado 120,2008,Automatic,Petrol,2700,125000,19500000
Hyundai,Tucson,2013,Automatic,Diesel,2000,190000,9500000
Mitsubishi,Pajero,1994,Automatic,Diesel,2800,274000,11000000
Toyota,Land Cruiser 101,2007,Automatic,Diesel,4200,420000,36000000
Micro,Kyron,2011,Automatic,Diesel,2000,143800,7350000
Honda,CRV,2019,Automatic,Petrol,1500,75000,23500000
Toyota,Land Cruiser Prado TRJ 150,2015,Automatic,Petrol,2700,71000,42500000
Honda,Vezel,2019,Automatic,Hybrid,1500,64143,16350000
Kia,Sportage,2011,Automatic,Petrol,2000,114000,10290000
Kia,Sorento,2015,Automatic,Diesel,2200,93000,24850000
Kia,Sportage,2011,Automatic,Petrol,2000,123000,10290000
Range-Rover,Evoque,2013,Automatic,Diesel,2200,122000,19650000
Audi,Q8 E-tron Premium Plus,2024,Automatic,Electric,250,80,62450000
Honda,Vezel Z Premium,2024,Automatic,Hybrid,1500,38,23500000
Mitsubishi,Outlander,2014,Automatic,Hybrid,2000,107000,13450000
Toyota,Raize G Grade,2023,Automatic,Petrol,1000,17000,1470000
Audi,Q4 E-tron,2024,Automatic,Electric,150,150,47450000
Honda,Vezel Z Premium,2025,Automatic,Hybrid,1500,25,23500000
Range-Rover,Evoque,2013,Automatic,Diesel,2200,165000,19650000
Toyota,RAV4,2000,Manual,Petrol,2000,180000,4900000
Land-Rover,Range Rover Velar R Dynamic Premium HSE,2018,Automatic,Petrol,2000,44500,44950000
Mitsubishi,Outlander,2013,Automatic,Hybrid,2000,138000,13250000
Nissan,X-Trail,2001,Automatic,Petrol,2000,159764,5575000
Hyundai,Santa Fe,2013,Automatic,Diesel,2200,150000,13000000
Mitsubishi,J44 4dr5,1979,Manual,Diesel,2700,143000,2750000
Micro,KYRON,2009,Automatic,Diesel,2000,239000,6895000
Kia,SPORTAGE,2013,Automatic,Diesel,2000,190000,11000000
Micro,Rexton,2007,Automatic,Diesel,2700,150000,6900000
Kia,SORENTO,2010,Automatic,Diesel,2200,158000,12995000
Honda,Vezel RS Sensing,2017,Automatic,Hybrid,1500,70000,14600000
Hyundai,TUCSON,2011,Automatic,Petrol,2000,131383,7695000
Mazda,CX-5,2014,Automatic,Petrol,2000,172000,14000000
Toyota,Rav4,2010,Automatic,Petrol,2400,139000,9600000
Toyota,Harrier,2015,Automatic,Petrol,2000,100009,25000000
Nissan,Qashqai Tekna,2017,Automatic,Petrol,1200,63000,16600000
Toyota,Fortuner Rocco,2016,Automatic,Petrol,2700,30700,28500000
Mitsubishi,MONTERO V98 GLX S,2015,Automatic,Diesel,3200,159500,28650000
Mitsubishi,Outlander,2017,Automatic,Hybrid,2000,100000,8000000
Audi,Q2,2018,Automatic,Petrol,1000,135000,16500000
Mitsubishi,Outlander PHEV G Navi,2015,Automatic,Hybrid,2000,171000,14800000
Suzuki,Japan4 Wd Jeep,1996,Manual,Petrol,2000,125800,1850000
MG,ZS,2018,Automatic,Petrol,1000,95000,9500000
Range-Rover,Sportbiography,2016,Automatic,Diesel,3000,77000,43500000
Toyota,RAV4,2007,Automatic,Petrol,2360,170000,7500000
Toyota,KZJ78,1996,Automatic,Diesel,3000,170000,16000000
Tata,Tata,1995,Manual,Diesel,2000,12345,1575000
Toyota,PRADO TX LEATHER PACAGE,2017,Automatic,Petrol,2700,62000,46500000
Micro,Kyron,2010,Automatic,Diesel,2000,980000,7650000
DFSK,Glory I-Auto,2021,Automatic,Petrol,1500,32500,11800000
Daihatsu,F50,1979,Manual,Diesel,2530,41865,1890000
Honda,Vezel Rs Sensing,2017,Automatic,Hybrid,1500,122000,13550000
Hyundai,Santa Fe,2007,Automatic,Diesel,2000,169000,7300000
Toyota,Land Cruiser Prado 150 LC5,2014,Automatic,Diesel,3000,112000,46500000
Mitsubishi,Montero GDI,2003,Automatic,Petrol,3000,120000,13600000
Honda,Vezel,2016,Automatic,Hybrid,1500,35511,13500000
Mitsubishi,4dr5,1979,Manual,Diesel,2700,73600,3800000
Mitsubishi,PAJERO,1994,Manual,Diesel,2800,300000,5450000
Honda,CRV,2013,Automatic,Petrol,2000,162000,11900000
Mitsubishi,Montero,2006,Automatic,Petrol,3500,133000,14000000
Mitsubishi,Eclipse Cross,2018,Automatic,Petrol,1500,135000,16700000
Mitsubishi,Montero,2003,Automatic,Petrol,3800,210000,13950000
Mitsubishi,Montero,2004,Automatic,Petrol,3000,198000,13900000
Volkswagen,T CROSS,2020,Automatic,Petrol,1000,80000,13500000
Mitsubishi,Montero Sport,2012,Automatic,Diesel,2500,178000,15500000
Mitsubishi,Pajero GDI Montero,2001,Automatic,Petrol,1830,198000,5875000
Peugeot,5008,2019,Automatic,Petrol,1500,88000,7500000
Mitsubishi,Montero,2008,Automatic,Petrol,3000,183000,21800000
Nissan,X-TRAIL PREMIER,2016,Automatic,Hybrid,2000,86000,12275000
Mitsubishi,Montero,2014,Automatic,Diesel,3200,104000,29000000
Honda,Vezel,2016,Automatic,Hybrid,1500,180000,12000000
Mitsubishi,RVR,2000,Automatic,Petrol,2300,160000,690000
Honda,CRV VTI-L,2024,Automatic,Petrol,1500,50,32000000
Micro,Kyron,2009,Automatic,Diesel,2000,139000,6990000
Toyota,Raize Z Hybrid,2024,Automatic,Hybrid,1200,12,16900000
Honda,Vezel Z Grade,2014,Automatic,Hybrid,1500,124500,9850000
Mitsubishi,Montero V6,2007,Automatic,Petrol,3000,165000,16500000
Honda,Vezel,2016,Automatic,Hybrid,1500,142000,13200000
Mitsubishi,4DR5,1972,Manual,Diesel,2650,500003,2800000
Kia,Sportage,2014,Automatic,Diesel,2000,163000,11500000
BMW,X3,2012,Automatic,Petrol,2000,110000,8500000
Toyota,Raize,2024,Automatic,Petrol,1000,14000,14500000
Toyota,Land Cruiser Prado TX,2017,Automatic,Petrol,2800,81000,46750000
Honda,Vezel,2014,Automatic,Petrol,1500,126000,9900000
Mahindra,Mahindra,1989,Manual,Diesel,2800,99852,1765000
Hyundai,Santa Fe,2002,Manual,Petrol,2400,210,37000000
Mitsubishi,Mini Pajero,1999,Manual,Petrol,1100,154367,3375000
Suzuki,Grand Vitara,2000,Automatic,Petrol,1490,166500,5650000
Nissan,X-Trail,2015,Automatic,Hybrid,2000,118000,11250000
Toyota,Land Cruiser Prado G Frontier,2017,Automatic,Petrol,2700,62000,43500000
DFSK,Glory i-Auto,2021,Automatic,Petrol,1500,56000,11675000
Toyota,Land Cruiser Prado,2015,Automatic,Petrol,2700,86000,46000000
Honda,Vezel,2015,Automatic,Hybrid,1500,135000,10500000
Mitsubishi,Montero GLS V98W,2015,Automatic,Diesel,3200,104000,37500000
Kia,Sorento,2012,Automatic,Diesel,2200,189000,14200000
DFSK,Glory I-Auto,2021,Automatic,Petrol,1500,53000,11500000
Mitsubishi,Montero,2011,Automatic,Diesel,2500,140000,14750000
Mitsubishi,Montero V6,2003,Automatic,Petrol,3500,220000,13500000
Honda,CRV,2012,Automatic,Petrol,2300,124000,12500000
Mitsubishi,Montero Sport,2011,Automatic,Diesel,2500,200000,16000000
BMW,X2,2018,Automatic,Petrol,1500,75000,19500000
Isuzu,Trooper,1987,Manual,Diesel,2500,170000,5850000
Toyota,Chr Ngx10 GT TURBO,2018,Automatic,Petrol,1200,84000,14650000
Honda,CRV,2019,Automatic,Petrol,1500,70000,22975000
Suzuki,Suzuki,2005,Automatic,Petrol,2000,170000,4050000
BMW,X5,2012,Automatic,Diesel,3000,126694,20995000
Honda,Vezel RS,2017,Automatic,Petrol,1500,166000,14000000
Toyota,Prado 120 Tx,2007,Automatic,Petrol,2700,120000,17500000
Mitsubishi,Pajero,1988,Manual,Diesel,2500,250000,5900000
Honda,Vezel,2017,Automatic,Hybrid,1500,92000,13200000
Land-Rover,DEFENDER PUMA 110 XS,2012,Manual,Diesel,2400,74000,27550000
Toyota,Land Cruiser Sahara V8 ZX 202,2011,Automatic,Petrol,4600,115000,46500000
Toyota,Land Cruiser Prado 150,2012,Automatic,Diesel,3000,190000,35000000
Mitsubishi,Montero Sport,2012,Automatic,Diesel,2500,114740,15500000
Hyundai,Tucson,2012,Automatic,Diesel,2000,171000,8350000
Mitsubishi,Montero V6,2002,Automatic,Petrol,3500,145000,13800000
Mitsubishi,Eclipse Cross,2019,Automatic,Petrol,1499,45000,18000000
Land-Rover,Defender,1987,Manual,Diesel,2400,77000,13500000
DFSK,Glory 330,2015,Manual,Diesel,1300,148000,4575000
Mitsubishi,Montero,2003,Automatic,Diesel,3200,144500,13950000
Honda,Crv,2012,Automatic,Petrol,2350,151000,11700000
Mahindra,KUV 100,2021,Manual,Petrol,1200,98000,5325000
Daihatsu,TAFT,2024,Automatic,Petrol,660,35,9300000
Honda,Vezel RS Sensing,2017,Automatic,Petrol,1500,98000,13350000
Nissan,Qashqai Techna Plus,2018,Automatic,Petrol,1200,72000,16000000
DFSK,GLORY,2019,Manual,Petrol,1500,53500,1100000
DFSK,GLORY I-Auto,2021,Automatic,Petrol,1500,16123,2500000
Suzuki,Gypsy,1991,Manual,Diesel,1500,250000,1300000
Honda,Vezel,2020,Manual,Petrol,1410,48500,16900000
Audi,Q2,2018,Automatic,Petrol,1000,87000,15300000
DFSK,Glory 580,2021,Automatic,Petrol,1500,44000,9200000
Kia,Sportage,2014,Automatic,Diesel,2000,134000,11500000
MG,ZS,2019,Automatic,Petrol,1000,83000,9300000
MG,ZS,2018,Automatic,Petrol,999,61000,9500000
Kia,Sorento,2011,Automatic,Petrol,2400,150000,11300000
Mitsubishi,Montero,2000,Automatic,Petrol,3500,132580,10950000
Mahindra,KUV 100 NXT,2022,Automatic,Diesel,1198,43500,6070000
Honda,Vezel Z,2023,Automatic,Hybrid,1500,13900,20725000
Land-Rover,Discovery 4,2012,Automatic,Diesel,3000,175000,36500000
Jeep,Wrangler Unlimited Sport,2015,Automatic,Diesel,2800,95000,45500000
Mitsubishi,4dr5 J44,1976,Manual,Diesel,2600,2,2550000
Mitsubishi,Outlander Plug In,2013,Automatic,Hybrid,2000,183000,12200000
Honda,CRV RD5,2003,Automatic,Petrol,2000,182816,7550000
Jonway,Jeep,2013,Automatic,Petrol,1500,72000,5475000
Toyota,Land Cruiser Sahara 100,1998,Manual,Diesel,4200,290000,16000000
DFSK,Glory i-Auto,2023,Automatic,Petrol,1500,30000,13875000
Toyota,120 TX,2004,Automatic,Petrol,2700,177000,17000000
Kia,Sportage,2005,Automatic,Diesel,2000,180000,6100000
Toyota,CHR Bruno NGX10 GT Turbo,2019,Automatic,Petrol,1200,19100,17500000
Honda,Vezel RS Sensing,2017,Automatic,Hybrid,1500,90800,13200000
Honda,CRV RD 5,2003,Automatic,Petrol,1995,206,7350000
Hyundai,Venue,2019,Automatic,Petrol,1000,86000,9400000
Kia,Sportage,2008,Automatic,Diesel,2000,183000,6550000
Tata,Nexon,2018,Automatic,Electric,1200,64000,7800000
Toyota,Land Cruiser Prado,2010,Automatic,Petrol,2700,150000,27500000
Honda,Vezel,2015,Automatic,Petrol,1500,176500,10700000
Toyota,CHR NGX 50 4x4,2018,Automatic,Petrol,1200,50000,15700000
Toyota,Raize Z Grade,2024,Automatic,Petrol,1000,10000,15200000
Jeep,4DR5,1981,Manual,Diesel,2500,150000,4400000
Honda,Vezel,2015,Automatic,Hybrid,1500,122000,11350000
Hyundai,Tucson,2012,Automatic,Diesel,2000,90000,9300000
Toyota,CHR GT Turbo,2018,Automatic,Petrol,1200,70000,14650000
Kia,Sorento,2011,Automatic,Petrol,2349,199000,11950000
Honda,CRV,2018,Automatic,Petrol,1500,74000,19950000
Honda,CRV,2016,Automatic,Petrol,2000,136000,14900000
Toyota,CHR GT TURBO NGX 10,2018,Automatic,Petrol,1200,130000,14650000
Mitsubishi,Montero,2006,Automatic,Diesel,2800,146000,16875000
Kia,Sorento,2008,Automatic,Diesel,2500,0,7550000
Honda,Vezel RS LED,2019,Automatic,Hybrid,1500,125000,15475000
Honda,Vezel RS,2017,Automatic,Petrol,1490,114000,13200000
Mitsubishi,Montero,2006,Automatic,Diesel,2800,202000,16875000
Toyota,Noah Kr42,2006,Automatic,Petrol,1780,0,8900000
Mitsubishi,Montero Sport,2011,Automatic,Diesel,2500,228000,15500000
Peugeot,3008 GT LINE,2018,Automatic,Petrol,1200,46000,16800000
Kia,SPORTAGE,2012,Automatic,Diesel,2000,132000,11250000
Honda,Vezel RS,2017,Automatic,Hybrid,1500,127000,12800000
BMW,225xe Luxury Line,2016,Automatic,Petrol,1500,142000,18500000
Suzuki,GYPSY,2006,Manual,Petrol,1500,100000,3200000
Honda,Vezel,2017,Automatic,Hybrid,1500,51500,13900000
Hyundai,Santa Fe,2008,Automatic,Diesel,2200,175000,7500000
Mitsubishi,Montero Sport,2012,Automatic,Diesel,2500,152000,16500000
Daihatsu,Terios,2006,Automatic,Petrol,1500,167000,6350000
Mitsubishi,Montero,2004,Automatic,Petrol,3000,129378,13750000
Mitsubishi,PAJERO,1988,Manual,Diesel,2600,200000,5900000
Daihatsu,Terios,2007,Automatic,Petrol,1300,140000,7350000
Kia,SORENTO,2008,Automatic,Diesel,2500,182000,6750000
Honda,VEZEL,2015,Automatic,Petrol,1500,80000,10850000
Hyundai,SANTA FE,2010,Automatic,Diesel,2200,156500,11000000
Toyota,Land Cruiser Prado 150,2010,Automatic,Petrol,2700,125000,25000000
Toyota,RUSH,2007,Automatic,Petrol,1490,1,7750000
Mitsubishi,montero sport,2012,Automatic,Diesel,2500,113530,16750000
Toyota,Land Cruiser 300 ZX,2023,Automatic,Petrol,3500,7900,96500000
Mitsubishi,Eclipse Cross SAWC,2018,Automatic,Petrol,1500,50000,17900000
Range-Rover,Evoque,2013,Automatic,Diesel,2200,50000,229000000
Honda,Vezel Rs,2016,Automatic,Hybrid,1500,134500,12750000
Nissan,X-Trail Xtremer,2015,Automatic,Hybrid,2000,160000,11200000
DFSK,Glory I-Auto,2021,Automatic,Petrol,1500,30000,11500000
Nissan,X-Trail,2002,Manual,Petrol,2500,145000,5190000
Land-Rover,Discovery 4,2014,Automatic,Diesel,3000,148000,36500000
Mitsubishi,Outlander,2013,Automatic,Petrol,2400,108000,12000000
Mitsubishi,Montero Sport,2012,Automatic,Diesel,2500,157000,15900000
Toyota,CHR GT ZYX10,2017,Automatic,Hybrid,1800,121000,16200000
Mitsubishi,Montero Sport,2011,Automatic,Diesel,2500,200000,15400000
Toyota,Raize,2024,Automatic,Hybrid,1200,100,16900000
Toyota,Prado 120,2004,Manual,Petrol,2700,11700,13500000
Land-Rover,Sport HSE Luxury,2015,Automatic,Diesel,2000,43000,25000000
Toyota,Land Cruiser Box Prado,1987,Automatic,Diesel,3000,298000,14500000
Mitsubishi,Montero,2012,Automatic,Diesel,2500,128000,14990000
Toyota,Land Cruiser 80 Series,1991,Manual,Diesel,4200,250000,14100000
Toyota,Raize,2020,Automatic,Petrol,1000,95000,11500000
Kia,Sorento,2012,Automatic,Diesel,2000,108000,13750000
Toyota,Land Cruiser Prado Tx,2010,Automatic,Petrol,2700,128000,27800000
Honda,VEZEL ORANGE,2014,Automatic,Hybrid,1500,108500,10350000
Micro,Rexton,2008,Automatic,Diesel,2700,187000,6750000
Honda,CRV,2014,Automatic,Petrol,2000,176000,12600000
BMW,X1 X Line,2018,Automatic,Petrol,1500,49000,1900000
Toyota,Land Cruiser Sahara Hdj 101,1998,Automatic,Diesel,4160,185000,22850000
Toyota,Fortuner,2013,Automatic,Diesel,3000,75000,25000000
Micro,Kyron,2008,Automatic,Diesel,2000,195000,5250000
Daihatsu,Terios,2010,Automatic,Petrol,1500,177550,7575000
Kia,Sorento,2006,Manual,Petrol,2300,159000,5250000
Honda,Vezel Z Limited Edition,2024,Automatic,Petrol,1500,11230,22000000
Mitsubishi,Pajero Intercooler,1994,Manual,Diesel,2800,348673,10250000
Honda,Vezel,2014,Automatic,Hybrid,1500,120000,10170000
Toyota,PRADO 150,2014,Automatic,Petrol,2600,120000,35000000
Mahindra,KUV 100 NEXT,2021,Manual,Petrol,1200,69500,5850000
Honda,Vezel,2014,Automatic,Hybrid,1500,144000,9850000
Toyota,Land Cruiser Prado 150 TX L,2015,Automatic,Diesel,3000,42500,47500000
Mitsubishi,Eclipse Cross,2018,Automatic,Petrol,1499,87000,16900000
Honda,Vezel,2016,Automatic,Hybrid,1490,140000,12250000
Honda,Vezel,2018,Automatic,Hybrid,1500,72000,14600000
Toyota,Prado,2016,Automatic,Diesel,2800,174000,46500000
Honda,CRV,2000,Automatic,Petrol,2000,156000,6150000
Honda,Vezel Z Grade,2015,Automatic,Hybrid,1500,102000,11500000
Honda,Vezel Z Grade,2015,Automatic,Petrol,1500,117000,11350000
Honda,Vezel RS Sensing,2017,Automatic,Hybrid,1500,90000,13450000
Kia,SORENTO,2011,Automatic,Diesel,2200,175617,11350000
Hyundai,SANTA FE,2001,Automatic,Petrol,2650,135071,3950000
Honda,CRV,2018,Automatic,Petrol,1499,99000,19500000
Micro,KYRON,2010,Automatic,Diesel,2000,111293,6295000
MG,ZS,2019,Automatic,Petrol,999,59000,10700000
Micro,KYRON,2009,Automatic,Diesel,2000,166662,5995000
Land-Rover,Defender,2024,Automatic,Hybrid,2000,8000,79500000
DFSK,Glory,2022,Automatic,Petrol,1500,30000,11200000
Daihatsu,Terios,2013,Automatic,Petrol,1500,150000,8300000
Nissan,Patrol,1985,Manual,Diesel,4200,404000,5995000
Peugeot,3008,2020,Automatic,Petrol,1196,72000,21500000
Mitsubishi,Montero Sport,2011,Automatic,Diesel,2000,209000,16390000
Toyota,RAIZE,2023,Automatic,Petrol,990,16600,13950000
Tata,Sumo,2003,Manual,Diesel,2800,100000,1775000
Nissan,X-Trail,2016,Automatic,Hybrid,2000,150990,13200000
Toyota,RAIZE Z GRADE,2023,Automatic,Petrol,1200,1143,15590000
Mitsubishi,Montero,2013,Automatic,Diesel,3200,170000,21900000
Toyota,Prado 150,2010,Automatic,Petrol,2700,120000,29200000
Honda,Vezel Z Play,2024,Automatic,Hybrid,1500,350,24500000
Honda,Vezel,2016,Automatic,Hybrid,1490,136723,12900000
Micro,Kyron,2011,Automatic,Diesel,2000,129000,7550000
Toyota,Prado,2009,Automatic,Petrol,2700,138000,26500000
Honda,VEZEL Z GRAND,2024,Automatic,Petrol,1500,3500,21800000
Mitsubishi,Montero,2001,Automatic,Petrol,3497,125000,11750000
Toyota,Land Cruiser V8 ZX,2016,Automatic,Petrol,4600,126000,62000000
DFSK,Glory I-Auto,2022,Automatic,Petrol,1500,18500,10700000
Mitsubishi,J 44,1979,Manual,Diesel,2450,100000,3850000
Micro,Kyron200,2012,Automatic,Diesel,1998,242753,7690000
Honda,VEZEL RS SENSING,2018,Automatic,Hybrid,1500,71000,14500000
DFSK,Glory I-Auto,2023,Automatic,Petrol,1500,30000,11450000
Mitsubishi,Montero GLS,2016,Automatic,Diesel,3200,130000,35000000
Audi,Q7,2016,Automatic,Petrol,2000,130000,32000000
Mitsubishi,Montero Sport,2007,Manual,Diesel,2500,203000,10800000
Hyundai,Santa Fe,2008,Automatic,Diesel,2200,213000,7500000
Hyundai,Tucson,2009,Automatic,Diesel,2000,167000,5850000
Mitsubishi,Pajero,1989,Manual,Diesel,2500,175000,6100000
Toyota,CHR,2017,Automatic,Petrol,1200,57000,14500000
Mitsubishi,Montero,2000,Automatic,Petrol,3500,165000,11050000
Chevrolet,Tavera,2008,Manual,Diesel,2000,110000,4500000
Mitsubishi,Pajero,1984,Automatic,Diesel,2346,46588,5900000
Kia,Sportage Orange Pack,2012,Automatic,Diesel,2000,190000,11750000
Jeep,Grand Cherokee,2016,Automatic,Petrol,3000,128000,26900000
Hyundai,Tucson Lx 35,2014,Automatic,Diesel,2000,117000,11400000
Kia,Sorento,2003,Manual,Petrol,2400,120000,4800000
Nissan,X-Trail,2015,Automatic,Hybrid,2000,84000,12500000
Toyota,YARIS CROSS Z,2023,Automatic,Hybrid,1500,7800,18800000
Mitsubishi,Montero Canter Spear Wheel,2007,Automatic,Petrol,3000,154000,19600000
Toyota,CHR,2018,Automatic,Petrol,1500,100000,15200000
Mitsubishi,Pajero,1998,Automatic,Diesel,2500,245000,8500000
Daihatsu,TAFT G Chrome Venture,2024,Automatic,Petrol,660,8900,9395000
Range-Rover,Evoque,2013,Automatic,Diesel,2200,120000,19500000
Hyundai,Tucson,2013,Automatic,Diesel,2000,178000,10575000
Daihatsu,Terios,2007,Automatic,Petrol,1500,150000,7100000
Toyota,PRADO 120 TRJ120 GX,2004,Manual,Petrol,2700,142000,14750000
Honda,VEZEL Z GRADE,2025,Automatic,Hybrid,1500,0,22500000
Toyota,Prado 250,2024,Automatic,Petrol,2700,150,69000000
Mitsubishi,Outlander PHEV G Navi Premium,2015,Automatic,Hybrid,1998,105000,19800000
DFSK,GLORY 580,2019,Automatic,Petrol,1498,77000,9390000
Toyota,Prado 150,2010,Automatic,Petrol,2700,200000,26500000
Micro,KYRON 200XDI,2009,Automatic,Diesel,1998,152000,6100000
Honda,VEZEL Z GRADE,2024,Automatic,Hybrid,1490,1500,23590000
Daihatsu,Terios,2006,Automatic,Petrol,1500,190000,6600000
Toyota,COROLLA CROSS HYBRID,2025,Automatic,Hybrid,1800,10,298000000
Kia,Sorento,2020,Automatic,Diesel,2200,37000,45000000
Toyota,Land Cruiser LC 300 ZX,2023,Automatic,Petrol,3440,6200,107500000
Toyota,Fortuner,2013,Automatic,Diesel,3000,160000,23990000
Daihatsu,Terios,2006,Manual,Petrol,2000,180000,5995000
Honda,VEZEL,2023,Automatic,Hybrid,1500,26000,20500000
Mitsubishi,Montero Sport,2012,Automatic,Diesel,2477,133000,15200000
Kia,Sorento,2012,Automatic,Diesel,2200,240000,13000000
Honda,Vezel,2016,Automatic,Hybrid,1500,66963,12600000
MG,ZS Turbo,2019,Automatic,Petrol,1000,98000,9990000
Toyota,Land Cruiser LC 300 ZX 70TH ANNIVERSARY,2023,Automatic,Petrol,3440,8200,109000000
DFSK,Glory 580,2019,Manual,Diesel,1500,52061,9000000
Toyota,Land Cruiser V8 VX,2010,Automatic,Diesel,4600,145000,48500000
BMW,X1,2012,Automatic,Diesel,2000,156000,10900000
Hyundai,Tucson,2007,Manual,Diesel,2000,144342,5250000
Toyota,Yaris Cross,2024,Automatic,Petrol,1500,4500,16950000
Mitsubishi,Pajero,1989,Manual,Diesel,2500,123456,5500000
Toyota,Land Cruiser Prado 150 Tx,2012,Automatic,Diesel,3000,198000,35500000
Mitsubishi,Outlander PHEV G Navi Premium,2015,Automatic,Hybrid,2000,135000,16000000
Kia,Sportage,2011,Automatic,Petrol,2000,166000,9890000
Hyundai,Santa Fe,2007,Automatic,Petrol,2600,134000,6200000
Nissan,X-Trail,2016,Automatic,Petrol,1500,149000,11700000
Peugeot,3008,2019,Automatic,Petrol,1200,61000,16000000
Honda,Vezel RS Sensing,2019,Automatic,Hybrid,1500,59000,15890000
Honda,Vezel RS Sensing,2016,Automatic,Hybrid,650,129000,12575000
Kia,Sorento,2014,Automatic,Diesel,2200,120000,11750000
Kia,Sportage,2014,Automatic,Diesel,2000,149000,11000000
Hyundai,Tucson,2012,Automatic,Petrol,2000,119000,8850000
Toyota,Fortuner G,2016,Automatic,Petrol,2700,30600,28500000
Mahindra,KUV 100 NXT,2020,Manual,Petrol,1200,90000,5485000
Toyota,Land Cruiser Prado,2013,Automatic,Petrol,2700,145000,33500000
Honda,VEZEL,2016,Automatic,Hybrid,1500,103000,12400000
Suzuki,Escudo 4WD Jeep,2001,Automatic,Petrol,1990,175000,4950000
Toyota,Prado,2004,Manual,Petrol,2700,253000,5575000
DFSK,Glory I-Auto,2022,Automatic,Petrol,1500,27860,12375000
Chery,Tiggo,2014,Automatic,Petrol,1500,98000,5950000
Toyota,Chr Bruno Ngx10,2019,Automatic,Petrol,1200,54000,16900000
Honda,VEZEL,2024,Automatic,Hybrid,1500,4000,24600000
Toyota,Raize Z,2019,Automatic,Petrol,1000,88000,12850000
Nissan,X-TRAIL PREMIER,2016,Automatic,Hybrid,2000,118000,11875000
DFSK,Glory I-auto,2024,Automatic,Petrol,1500,5800,15600000
Mitsubishi,Pajero,1984,Manual,Diesel,2346,480500,5800000
Jeep,Cherokee,2006,Manual,Petrol,2400,180,5990000
Kia,Sorento,2010,Automatic,Diesel,2200,156000,11800000
Honda,Vezel Premium,2024,Automatic,Hybrid,1500,80,22975000
Honda,Vezel Z Apple Player,2025,Automatic,Hybrid,1500,30,23500000
Ford,Ranger Raptor,2017,Automatic,Diesel,3000,195000,28500000
Mitsubishi,Montero GLX,2013,Automatic,Diesel,3200,160000,24200000
MG,ZS,2019,Automatic,Petrol,1000,31000,11000000
