Brand,Model,Year of Manufacture,Transmission,Fuel Type,Engine Capacity (cc),Mileage (km),Price (Rs.)
Toyota,Ke72,1990,Manual,Petrol,1300,192000,"Rs. 1,675,000"
Toyota,Corolla 121,2004,Manual,Petrol,1300,192000,"Rs. 5,590,000"
Mitsubishi,Lancer CS2,2003,Automatic,Petrol,1500,192000,"Rs. 5,350,000(Ongoing Lease)"
Mitsubishi,Lancer CS2,2003,Automatic,Petrol,1500,192000,"Rs. 5,350,000(Ongoing Lease)"
Nissan,FB14,1996,Automatic,Petrol,1500,192000,"Rs. 3,075,000"
Nissan,March K11,2001,Automatic,Petrol,1000,192456,"Rs. 3,550,000"
Perodua,Viva Elite,2012,Automatic,Petrol,1000,192500,"Rs. 4,425,000"
Toyota,AE110 Riviera,2000,Automatic,Petrol,1500,193000,"Rs. 4,850,000"
Toyota,Aqua,2012,Automatic,Hybrid,1500,193000,"Rs. 6,775,000"
Ford,FOCUS,2000,Automatic,Petrol,1596,193000,"Rs. 3,275,000"
Suzuki,ALTO,2011,Manual,Petrol,800,193246,"Rs. 2,995,000"
Toyota,110,1997,Manual,Petrol,1300,193600,"Rs. 3,050,000"
Toyota,Vitz,2007,Automatic,Petrol,1000,194000,"Rs. 5,300,000(Ongoing Lease)"
Nissan,N16,2007,Manual,Petrol,1300,194000,"Rs. 4,500,000"
Toyota,Corolla 121 G Grade,2007,Automatic,Petrol,1500,194000,"Rs. 6,700,000"
Nissan,March K11,2001,Automatic,Petrol,1000,195000,"Rs. 3,275,000"
Suzuki,Estilo VXI,2011,Manual,Petrol,1000,195000,"Rs. 3,850,000"
Toyota,Yaris,2008,Automatic,Petrol,1300,195000,"Rs. 6,550,000"
Honda,City,1999,Manual,Petrol,1500,195000,"Rs. 2,900,000"
Honda,Civic Es8,2005,Automatic,Petrol,1500,195000,"Rs. 5,675,000"
Isuzu,Gemini,1989,Automatic,Diesel,1500,195000,"Rs. 1,200,000"
Nissan,FB14 s,1998,Automatic,Petrol,1500,195000,"Rs. 3,360,000"
Toyota,Corona Premio,1999,Automatic,Petrol,1800,195000,"Rs. 3,475,000"
Hyundai,Trajet,2005,Automatic,Diesel,2000,195000,"Rs. 5,000,000"
Toyota,Carina,1997,Automatic,Diesel,2500,195000,"Rs. 4,150,000"
Toyota,Carina,1997,Automatic,Diesel,2500,195000,"Rs. 4,150,000"
Toyota,Starlet EP91,2001,Automatic,Petrol,13300,195000,"Rs. 4,100,000"
Honda,Fd1,2008,Automatic,Petrol,1800,196000,"Rs. 6,750,000(Ongoing Lease)"
Nissan,N16 Bluebird Sylphy TA-FG10,2003,Automatic,Petrol,1500,197000,"Rs. 4,675,000"
Nissan,Bluebird Sylphy FG10,2003,Automatic,Petrol,1500,197000,"Rs. 5,125,000"
Toyota,Vios,2004,Manual,Petrol,1500,197000,"Rs. 5,300,000"
Toyota,Camry G,2007,Automatic,Petrol,2360,197000,"Rs. 8,800,000"
Hyundai,Accent,2004,Manual,Petrol,1300,197513,"Rs. 2,650,000"
Toyota,Carina AT 150 5 FORWARD,1988,Manual,Petrol,1450,197524,"Rs. 1,140,000"
Tata,Nano,2012,Manual,Petrol,649,198000,"Rs. 1,475,000"
Nissan,FB14,1996,Automatic,Petrol,1500,198000,"Rs. 3,150,000(Ongoing Lease)"
Nissan,FB15 Ex Saloon Eco,2002,Automatic,Petrol,1500,198000,"Rs. 4,075,000"
Nissan,AD Wagon Y12,2007,Automatic,Petrol,1500,198000,"Rs. 4,800,000"
Toyota,Axio X Grade,2014,Automatic,Hybrid,1500,198000,"Rs. 9,200,000"
Toyota,Camry G,2008,Automatic,Petrol,2360,198000,"Rs. 8,950,000"
Toyota,Yaris,2008,Automatic,Petrol,1300,199000,"Rs. 6,500,000"
Toyota,Aqua G Ltd,2012,Automatic,Hybrid,1500,199000,"Rs. 6,790,000"
Toyota,Carina TI,1997,Automatic,Petrol,1500,199500,"Rs. 4,300,000"
Suzuki,Alto K10,2012,Manual,Petrol,1000,199999,"Rs. 3,295,000"
Toyota,Aqua,2012,Automatic,Petrol,1500,199999,"Rs. 6,690,000"
Suzuki,Alto Japan,2003,Automatic,Petrol,650,200000,"Rs. 3,375,000"
Suzuki,Alto Japan,2002,Automatic,Petrol,650,200000,"Rs. 3,600,000"
Daihatsu,Mira,2001,Automatic,Petrol,1000,200000,"Rs. 3,200,000"
Kia,Picanto,2016,Automatic,Petrol,1000,200000,"Rs. 4,875,000"
Nissan,March,1997,Manual,Petrol,1000,200000,"Rs. 2,645,000"
Peugeot,Peugeot,1968,Manual,Petrol,1000,200000,"Rs. 1,650,000"
Toyota,VITZ SCP10 VVTI,2004,Automatic,Petrol,1000,200000,"Rs. 3,950,000"
Nissan,March K11,2000,Automatic,Petrol,1270,200000,"Rs. 3,300,000"
Toyota,Corolla Dx Wagon Ke72,1987,Manual,Petrol,1290,200000,"Rs. 1,325,000"
Toyota,Starlet,1986,Manual,Petrol,1290,200000,"Rs. 1,450,000"
Mazda,Familia BJ3P,1990,Manual,Petrol,1300,200000,"Rs. 1,850,000"
Micro,Panda Cross,2013,Manual,Petrol,1300,200000,"Rs. 2,975,000"
Nissan,N17,2008,Manual,Petrol,1300,200000,"Rs. 4,990,000"
Toyota,IST FL GRADE,2006,Automatic,Petrol,1300,200000,"Rs. 4,975,000"
Mitsubishi,Lancer Wagon,1978,Manual,Petrol,1400,200000,"Rs. 595,000"
Honda,Integra,1990,Manual,Petrol,1480,200000,"Rs. 1,375,000"
Honda,City,1999,Manual,Petrol,1500,200000,"Rs. 2,700,000"
Mazda,Butterfly,1998,Automatic,Petrol,1500,200000,"Rs. 2,990,000"
Mitsubishi,Lancer C12A,1985,Manual,Petrol,1500,200000,"Rs. 1,000,000"
Nissan,Pulsar CJ1,1999,Automatic,Petrol,1500,200000,"Rs. 3,175,000"
Nissan,FB14,1997,Manual,Petrol,1500,200000,"Rs. 3,275,000"
Nissan,FB15,2000,Automatic,Petrol,1500,200000,"Rs. 3,975,000"
Nissan,FB14 Super Saloon,1995,Automatic,Petrol,1500,200000,"Rs. 32,500,000"
Nissan,N16 EX Saloon,2001,Automatic,Petrol,1500,200000,"Rs. 4,175,000"
Nissan,FB15,2003,Automatic,Petrol,1500,200000,"Rs. 4,675,000"
Tata,Indigo Marina,2006,Manual,Petrol,1500,200000,"Rs. 2,250,000"
Toyota,Axio WXB,2017,Automatic,Hybrid,1500,200000,"Rs. 12,000,000(Ongoing Lease)"
Toyota,Premio G Superior,2014,Automatic,Petrol,1500,200000,"Rs. 12,500,000"
Toyota,Corolla elephant back,1994,Manual,Petrol,1500,200000,"Rs. 2,350,000"
Toyota,Corona RT 40 Deluxe,1965,Manual,Petrol,1500,200000,"Rs. 280,000"
Toyota,Axio X Grade,2007,Automatic,Petrol,1500,200000,"Rs. 6,950,000"
Toyota,Axio G,2008,Automatic,Petrol,1500,200000,"Rs. 7,450,000"
Toyota,Aqua S Grade,2014,Automatic,Petrol,1500,200000,"Rs. 7,575,000"
Toyota,Aqua S Grade,2014,Automatic,Petrol,1500,200000,"Rs. 7,575,000"
Toyota,Corolla,1980,Manual,Petrol,1500,200000,"Rs. 900,000"
Ford,Laser,2000,Automatic,Petrol,1600,200000,"Rs. 3,750,000"
Mazda,3,2004,Automatic,Petrol,1600,200000,"Rs. 5,500,000"
Nissan,FB13 Super Saloon 25th Anniversary,1993,Manual,Diesel,1700,200000,"Rs. 2,490,000"
Toyota,Corolla 110,1997,Automatic,Petrol,1970,200000,"Rs. 3,250,000"
Hyundai,Trajet,2001,Automatic,Petrol,2000,200000,"Rs. 3,650,000"
Toyota,Camry,1992,Automatic,Diesel,2000,200000,"Rs. 1,875,000"
Toyota,Starlet Kp61,1984,Manual,Petrol,12000,200000,"Rs. 1,250,000"
Nissan,FB14,1996,Manual,Electric,1500,200009,"Rs. 2,950,000"
Nissan,FB14,1996,Manual,Petrol,1500,200769,"Rs. 2,995,000"
Nissan,March AK12 KCx-,2003,Automatic,Petrol,1300,201000,"Rs. 3,790,000"
Toyota,Corolla AE110,1997,Automatic,Petrol,1500,201000,"Rs. 4,375,000"
Toyota,Axio,2010,Automatic,Petrol,1500,201000,"Rs. 7,500,000"
Toyota,Allion 240,2007,Automatic,Petrol,1500,201000,"Rs. 8,550,000"
Suzuki,Alto Japan,2003,Automatic,Petrol,650,202816,"Rs. 3,425,000"
Suzuki,Alto Japan,2003,Automatic,Petrol,650,202818,"Rs. 3,425,000"
Nissan,Sunny FB14 EX Saloon,1997,Automatic,Petrol,1500,203000,"Rs. 3,650,000"
Toyota,Axio,2008,Automatic,Petrol,1500,203000,"Rs. 6,850,000"
Toyota,Axio G Grade,2007,Automatic,Petrol,1500,203000,"Rs. 7,400,000"
Nissan,N16 Sunny SUPER SALOON,2007,Automatic,Petrol,1300,203500,"Rs. 4,450,000"
Toyota,Vios,2005,Automatic,Petrol,1500,204000,"Rs. 5,470,000"
Mitsubishi,Lancer Cb1,1995,Manual,Petrol,1300,205000,"Rs. 3,170,000"
Toyota,Corona At 170,1990,Manual,Petrol,1500,205000,"Rs. 1,750,000"
Toyota,Prius,2013,Automatic,Hybrid,1800,205000,"Rs. 10,500,000"
Toyota,Prius,2013,Automatic,Hybrid,1800,205000,"Rs. 10,500,000"
Toyota,Prius,2013,Automatic,Hybrid,1800,205000,"Rs. 10,500,000"
Toyota,Prius,2013,Automatic,Hybrid,1800,205000,"Rs. 10,500,000"
Toyota,Prius,2013,Automatic,Hybrid,1800,205000,"Rs. 10,500,000"
Toyota,Prius,2013,Automatic,Hybrid,1800,205000,"Rs. 10,500,000"
Toyota,Prius,2013,Automatic,Hybrid,1800,205000,"Rs. 10,500,000"
Toyota,Prius,2013,Automatic,Hybrid,1800,205000,"Rs. 10,500,000"
Toyota,Prius,2013,Automatic,Hybrid,1800,205000,"Rs. 10,500,000"
Toyota,Prius,2013,Automatic,Hybrid,1800,205000,"Rs. 10,500,000"
Toyota,Axio,2010,Automatic,Petrol,15000,205000,"Rs. 7,500,000"
Toyota,Ce100,1992,Manual,Diesel,1970,205676,"Rs. 2,475,000"
Nissan,FB15,2003,Automatic,Petrol,1500,206000,"Rs. 4,850,000"
Toyota,Premio,2007,Automatic,Petrol,1500,206000,"Rs. 8,850,000"
Honda,Fit Shuttle GP 2,2013,Automatic,Hybrid,1330,207000,"Rs. 8,650,000"
Toyota,Allion,2007,Automatic,Petrol,1499,208000,"Rs. 8,250,000"
Honda,EK3 Ferio,1997,Automatic,Petrol,1500,208000,"Rs. 4,375,000"
Honda,Grace EX,2015,Automatic,Hybrid,1500,208000,"Rs. 9,650,000"
Mazda,Familia 323 BF GLX,1985,Manual,Petrol,1500,208000,"Rs. 1,395,000"
Mazda,FAMILIA,1991,Manual,Petrol,1500,208000,"Rs. 1,850,000"
Toyota,Corolla 121 LX Limited,2004,Automatic,Petrol,1500,209500,"Rs. 5,750,000"
Suzuki,Celerio,2015,Manual,Petrol,1000,210000,"Rs. 4,400,000"
Mazda,Familia BF3 Dx Wagon,1991,Manual,Petrol,1300,210000,"Rs. 1,275,000"
Toyota,Corolla 121,2002,Manual,Petrol,1300,210000,"Rs. 4,900,000"
Toyota,Yaris,2008,Automatic,Petrol,1300,210000,"Rs. 5,500,000"
Honda,Insight ZE2,2011,Automatic,Hybrid,1330,210000,"Rs. 7,380,000"
Toyota,Corolla,1998,Automatic,Petrol,1330,210000,"Rs. 3,200,000"
Honda,Insight,2013,Automatic,Hybrid,1400,210000,"Rs. 7,750,000"
Honda,Insight,2013,Automatic,Hybrid,1400,210000,"Rs. 7,750,000"
Honda,Civic ES8,2004,Automatic,Petrol,1500,210000,"Rs. 5,500,000"
Hyundai,Accent,2002,Automatic,Petrol,1500,210000,"Rs. 3,200,000"
Nissan,FB14,1996,Automatic,Petrol,1500,210000,"Rs. 3,150,000"
Nissan,Sunny FB14,1996,Automatic,Petrol,1500,210000,"Rs. 3,350,000"
Nissan,FB15,2002,Automatic,Petrol,1500,210000,"Rs. 4,575,000"
Toyota,Premio G Superior,2013,Automatic,Petrol,1500,210000,"Rs. 10,600,000"
Toyota,Ist,2003,Automatic,Petrol,1500,210000,"Rs. 4,750,000"
Toyota,121 G,2002,Automatic,Petrol,1500,210000,"Rs. 6,350,000"
Toyota,Axio,2007,Automatic,Petrol,1500,210000,"Rs. 6,795,000"
Toyota,Premio G Superior,2010,Automatic,Petrol,1500,210000,"Rs. 8,750,000"
Nissan,Primera,2001,Automatic,Petrol,1990,210000,"Rs. 3,690,000"
Suzuki,Liana,2003,Manual,Petrol,1329,211000,"Rs. 3,575,000"
Nissan,Sunny,2002,Manual,Petrol,1500,211000,"Rs. 4,500,000"
Suzuki,Spacia,2016,Automatic,Petrol,650,212000,"Rs. 5,460,000(Ongoing Lease)"
Toyota,STARLET,1996,Automatic,Diesel,1450,212000,"Rs. 3,775,000"
Toyota,Vios,2003,Automatic,Petrol,1500,212000,"Rs. 5,100,000"
Toyota,StarletEP91,1997,Automatic,Petrol,1330,213000,"Rs. 4,400,000"
Toyota,Corolla 81,1987,Manual,Petrol,1500,213456,"Rs. 1,275,000"
Nissan,FB14 Super Saloon,1996,Manual,Petrol,1500,213521,"Rs. 3,035,000"
Honda,Freed,2013,Automatic,Petrol,1500,214000,"Rs. 8,500,000"
Nissan,Bluebird,2005,Automatic,Petrol,1500,214000,"Rs. 4,890,000"
Suzuki,Swift 310 GL,1989,Manual,Petrol,1000,214500,"Rs. 1,490,000"
Suzuki,Swift 310 GL,1989,Manual,Petrol,1000,214500,"Rs. 1,490,000"
Nissan,March K10 2 DOOR SPORTS,1985,Manual,Petrol,1000,215000,"Rs. 1,065,000"
Toyota,Vitz,2008,Automatic,Petrol,1000,215000,"Rs. 5,600,000"
Honda,Insight,2009,Automatic,Petrol,1300,215000,"Rs. 6,350,000"
Nissan,Ad Wagon,2005,Automatic,Petrol,1300,215000,"Rs. 3,800,000"
Honda,CIVIC,2004,Automatic,Petrol,1500,215000,"Rs. 5,250,000"
Honda,Fit Gp5,2014,Automatic,Petrol,1500,215000,"Rs. 7,600,000"
Toyota,Corolla AE110,1997,Manual,Petrol,1500,215000,"Rs. 2,920,000"
Toyota,Corolla 121 G Grade,2000,Automatic,Petrol,1500,215000,"Rs. 5,300,000"
Toyota,Axio,2007,Automatic,Petrol,1500,215000,"Rs. 7,500,000"
Ford,Laser,1999,Automatic,Petrol,1600,215000,"Rs. 3,585,000"
Toyota,Cresta,2008,Automatic,Petrol,1800,215000,"Rs. 6,550,000"
Mercedes-Benz,W202 C200,1996,Automatic,Diesel,2000,215000,"Rs. 3,650,000"
Peugeot,406,2001,Manual,Petrol,2000,215000,"Rs. 3,500,000"
Toyota,Starlet Ep91,1996,Automatic,Petrol,1300,215296,"Rs. 3,800,000"
Nissan,B310,1980,Manual,Petrol,1400,215846,"Rs. 725,000"
Honda,Civic ES5 V-tec,2003,Automatic,Petrol,1600,217000,"Rs. 1,800,000"
Honda,Civic Es5 Vtec Ferio,2003,Automatic,Petrol,1600,217000,"Rs. 6,440,000"
Honda,FIT GP1,2011,Automatic,Hybrid,1300,218000,"Rs. 6,150,000"
Honda,Grand Civic,1984,Manual,Petrol,1500,219000,"Rs. 1,750,000"
Nissan,FB14 Ex Saloon,1998,Automatic,Petrol,1500,219000,"Rs. 3,375,000"
Nissan,N16 Super Saloon,2000,Automatic,Petrol,1590,219000,"Rs. 3,600,000"
Kia,Rio,2006,Automatic,Petrol,1500,219350,"Rs. 3,425,000"
Nissan,N16 N17 EX Saloon,2006,Automatic,Petrol,1300,220000,"Rs. 4,625,000"
Toyota,Corolla 121,2002,Automatic,Petrol,1300,220000,"Rs. 5,200,000"
Toyota,Belta,2007,Automatic,Petrol,1300,220000,"Rs. 6,490,000"
Toyota,Belta,2008,Automatic,Petrol,1300,220000,"Rs. 6,750,000"
Toyota,Allion 240 Anniversary,2006,Automatic,Petrol,1490,220000,"Rs. 7,800,000"
Nissan,FB15,1999,Automatic,Petrol,1499,220000,"Rs. 4,200,000(Ongoing Lease)"
Honda,Grace EX,2014,Automatic,Hybrid,1500,220000,"Rs. 8,850,000"
Nissan,Wingroad,1997,Automatic,Petrol,1500,220000,"Rs. 2,600,000"
Toyota,Corolla AE100,1996,Automatic,Petrol,1500,220000,"Rs. 2,825,000"
Toyota,SE Saloon RIVIERE AE110,1999,Automatic,Petrol,1500,220000,"Rs. 4,950,000(Ongoing Lease)"
Toyota,Corolla 141 Luxury Limited Edition,2008,Automatic,Petrol,1600,220000,"Rs. 5,975,000"
Toyota,Camry,1992,Automatic,Diesel,2000,220000,"Rs. 2,000,000"
Toyota,TOWNACE Lotto CR27,1994,Manual,Diesel,2000,220000,"Rs. 4,925,000"
Toyota,Camry,2010,Automatic,Petrol,2400,220000,"Rs. 8,500,000"
Nissan,Pulsar CJ 1,1999,Automatic,Petrol,15000,220000,"Rs. 3,350,000"
Nissan,Pulsar CJ 1,1999,Automatic,Petrol,15000,220000,"Rs. 3,350,000"
Nissan,Tiida,2007,Automatic,Petrol,1500,220800,"Rs. 4,500,000"
Mitsubishi,Lancer Tube Light,1983,Manual,Petrol,1400,221000,"Rs. 875,000"
Toyota,Corolla Dx Wagon KE72,1986,Manual,Petrol,1450,222538,"Rs. 1,050,000"
Nissan,Primera P10,2002,Automatic,Petrol,1950,223000,"Rs. 2,695,000"
Kia,PICANTO,2005,Automatic,Petrol,1000,224000,"Rs. 3,650,000"
Toyota,Corolla 121,2005,Automatic,Petrol,1500,224000,"Rs. 6,200,000"
Nissan,Pulsar,1999,Automatic,Petrol,1500,224012,"Rs. 3,450,000"
Toyota,Carina 170,1990,Manual,Petrol,1500,224561,"Rs. 1,990,000"
Toyota,Yaris,2007,Automatic,Petrol,1300,224900,"Rs. 6,380,000"
Honda,CITY,2003,Automatic,Petrol,1497,225000,"Rs. 4,385,000"
Toyota,Allion 240,2003,Automatic,Petrol,1800,225000,"Rs. 6,750,000"
Nissan,N16 Sunny Ex Saloon,2000,Manual,Petrol,1300,226000,"Rs. 3,600,000"
Nissan,FB15,2003,Automatic,Petrol,1490,226000,"Rs. 4,900,000"
Toyota,Aqua G Grade,2014,Automatic,Hybrid,1500,227000,"Rs. 7,350,000"
Toyota,Sprinter SE Limited,1993,Manual,Diesel,1970,227000,"Rs. 2,550,000"
Toyota,PREMIO CORONA,1996,Manual,Diesel,2000,227000,"Rs. 3,700,000"
Suzuki,SWIFT,2004,Manual,Petrol,1320,228000,"Rs. 4,275,000"
Toyota,At170,1991,Manual,Petrol,1500,228000,"Rs. 1,775,000"
Toyota,Corolla AE110 Se Saloon L Grade,1998,Automatic,Petrol,1500,228000,"Rs. 4,690,000"
Toyota,Corona Premio,1996,Automatic,Petrol,1590,228000,"Rs. 3,690,000"
Toyota,Corona Premio,1996,Automatic,Petrol,1590,228000,"Rs. 3,690,000"
Toyota,Mark 2,2006,Automatic,Petrol,1970,228000,"Rs. 6,980,000"
Toyota,Vios Japan,2003,Automatic,Petrol,1500,228400,"Rs. 5,350,000(Ongoing Lease)"
Toyota,Aqua,2013,Automatic,Hybrid,1500,229000,"Rs. 7,490,000"
Toyota,Starlet EP91,1999,Automatic,Petrol,1330,230000,"Rs. 3,450,000"
Honda,City,2001,Automatic,Gas,1500,230000,"Rs. 3,200,000"
Nissan,FB13,1993,Manual,Petrol,1500,230000,"Rs. 2,450,000"
Nissan,Presea,1996,Automatic,Petrol,1500,230000,"Rs. 2,850,000"
Toyota,Corolla 121,2001,Automatic,Petrol,1500,230000,"Rs. 5,600,000(Ongoing Lease)"
Toyota,AQUA G,2013,Automatic,Hybrid,1500,230000,"Rs. 7,300,000"
Toyota,Allion 260,2010,Automatic,Petrol,1500,230000,"Rs. 8,650,000"
Toyota,Corolla 141,2010,Manual,Petrol,1600,230000,"Rs. 6,650,000"
Toyota,CE110,1996,Automatic,Diesel,2000,230000,"Rs. 3,190,000"
Honda,FIT GD1,2002,Automatic,Petrol,1330,231000,"Rs. 4,765,000"
Toyota,Corolla Elephant Back EE 103,1996,Manual,Petrol,1500,233100,"Rs. 2,800,000"
Toyota,Corolla AE100,1991,Manual,Petrol,1500,233460,"Rs. 2,850,000"
Honda,Accord CF4,2002,Automatic,Petrol,2000,233500,"Rs. 5,500,000(Ongoing Lease)"
Suzuki,Swift,2004,Manual,Petrol,1300,234000,"Rs. 3,600,000"
Suzuki,Spacia Custom,2019,Automatic,Petrol,660,235000,"Rs. 5,950,000"
Toyota,KE72,1984,Manual,Petrol,1300,235000,"Rs. 1,125,000"
Mazda,Familia,1990,Manual,Petrol,1300,236000,"Rs. 2,150,000"
BMW,BMW,2007,Automatic,Diesel,2000,237500,"Rs. 5,475,000(Ongoing Lease)"
Honda,Fit GP5,2014,Automatic,Hybrid,1490,238000,"Rs. 7,400,000"
Hyundai,Trajet,2000,Automatic,Diesel,1997,238480,"Rs. 3,750,000"
Honda,Accord,1998,Manual,Petrol,1890,238560,"Rs. 4,000,000"
Toyota,VITZ SCP10,2001,Automatic,Petrol,1000,239000,"Rs. 4,225,000"
Toyota,AE110 L Grade,1998,Automatic,Petrol,1500,239125,"Rs. 4,375,000"
Mitsubishi,Lancer 5fw,1983,Manual,Petrol,1400,240000,"Rs. 750,000"
Honda,Fit Aria GD 8,2008,Automatic,Petrol,1500,240000,"Rs. 5,450,000"
Nissan,FB14,1996,Automatic,Petrol,1500,240000,"Rs. 3,275,000"
Toyota,PREMIO G Superior,2015,Automatic,Petrol,1500,240000,"Rs. 13,100,000"
Toyota,Corolla AE110,1996,Manual,Petrol,1500,240000,"Rs. 3,175,000"
Toyota,110,1996,Automatic,Diesel,1970,240000,"Rs. 3,075,000"
Toyota,Corolla Sprinter EE 111,1997,Automatic,Petrol,1330,243000,"Rs. 3,275,000"
Honda,Airwave,2007,Automatic,Petrol,1500,243000,"Rs. 5,825,000"
Suzuki,Swift,2005,Automatic,Petrol,1320,243667,"Rs. 4,250,000"
Nissan,Pulsar FN 15,1996,Manual,Petrol,1490,244449,"Rs. 800,000(Ongoing Lease)"
Perodua,Kelisa,2007,Automatic,Petrol,1300,245000,"Rs. 3,300,000"
Toyota,DX Wagon KE72,1985,Manual,Petrol,1300,245000,"Rs. 1,255,000"
Nissan,Y11 WingroadAD Wagon,2000,Manual,Petrol,1500,245000,"Rs. 3,400,000"
Toyota,Corolla AE110,1997,Automatic,Petrol,1500,245000,"Rs. 4,150,000"
Toyota,Vios,2004,Automatic,Petrol,1500,245000,"Rs. 5,500,000"
Honda,Es 1,2004,Automatic,Petrol,1500,248000,"Rs. 5,300,000"
Toyota,Axio 141,2007,Automatic,Petrol,1500,248000,"Rs. 7,100,000"
Toyota,Corona,1999,Manual,Diesel,1975,249000,"Rs. 3,475,000"
Nissan,FB15,2003,Automatic,Petrol,1300,250000,"Rs. 3,950,000"
Suzuki,Swift HT51S,2002,Automatic,Petrol,1300,250000,"Rs. 4,025,000"
Mazda,Familia Butterfly,1996,Automatic,Petrol,1500,250000,"Rs. 2,790,000"
Mitsubishi,Lancer CB2,1992,Manual,Petrol,1500,250000,"Rs. 700,000"
Mitsubishi,Lancer CB2,1992,Manual,Petrol,1500,250000,"Rs. 700,000"
Mitsubishi,Lancer CB,1992,Manual,Petrol,1500,250000,"Rs. 700,000"
Nissan,FB13 Doctor Sunny,1991,Manual,Petrol,1500,250000,"Rs. 2,090,000"
Nissan,Wingroad Y11,2004,Automatic,Petrol,1500,250000,"Rs. 3,975,000"
Nissan,Biue Bird SU14,1998,Manual,Diesel,2000,250000,"Rs. 2,950,000"
Toyota,Corolla 110,1996,Automatic,Diesel,2000,250000,"Rs. 3,600,000"
Nissan,FB13 Doctor Sunny,1990,Manual,Petrol,1500,252800,"Rs. 2,250,000"
Toyota,Corolla 141,2008,Automatic,Petrol,1600,253000,"Rs. 6,500,000"
Toyota,Corolla 121,2002,Automatic,Petrol,1500,254000,"Rs. 6,050,000"
Toyota,Vios,2004,Automatic,Petrol,1500,255000,"Rs. 5,125,000"
Toyota,Corolla Wagon Elephant Back,2000,Automatic,Petrol,1331,256000,"Rs. 2,850,000"
Toyota,COROLLA DX,1989,Manual,Petrol,1300,256120,"Rs. 1,875,000"
Ford,LASER,1998,Manual,Petrol,1598,256544,"Rs. 3,075,000"
Toyota,IST,2003,Automatic,Petrol,1300,256800,"Rs. 5,850,000"
Mercedes-Benz,C200 W202 Elegance,1996,Manual,Petrol,2000,257000,"Rs. 4,500,000"
Mercedes-Benz,C200 W202 Elegance,1996,Manual,Petrol,2000,257000,"Rs. 4,500,000"
Mercedes-Benz,C200 W202 Elegance,1996,Manual,Petrol,2000,257000,"Rs. 4,500,000"
Mercedes-Benz,C200 W202 Elegance,1996,Manual,Petrol,2000,257000,"Rs. 4,500,000"
Mercedes-Benz,C200 W202 Elegance,1996,Manual,Petrol,2000,257000,"Rs. 4,500,000"
Mercedes-Benz,C200 W202 Elegance,1996,Manual,Petrol,2000,257000,"Rs. 4,500,000"
Nissan,Hb11,1985,Manual,Petrol,1400,257486,"Rs. 685,000"
Suzuki,Wagon R Fx,2017,Automatic,Petrol,660,258085,"Rs. 1,925,000(Ongoing Lease)"
Honda,Insight,2009,Automatic,Petrol,1330,260000,"Rs. 6,600,000"
Honda,Civic Es1,2001,Automatic,Petrol,1500,260000,"Rs. 5,490,000"
Toyota,Premio,2010,Automatic,Petrol,1500,260000,"Rs. 9,600,000"
Nissan,Sunny SB14,1997,Manual,Diesel,2000,260000,"Rs. 2,625,000"
Toyota,Corolla 121 LX,2002,Manual,Petrol,1500,264000,"Rs. 5,500,000"
Nissan,Trad Sunny,1987,Manual,Petrol,1300,265000,"Rs. 1,650,000(Ongoing Lease)"
Toyota,Dx,1984,Manual,Petrol,1300,265000,"Rs. 835,000"
Toyota,Prius,2012,Automatic,Hybrid,1800,265000,"Rs. 9,900,000"
Honda,Fit GP1,2011,Automatic,Hybrid,1300,267000,"Rs. 6,550,000(Ongoing Lease)"
Nissan,FB14,1994,Manual,Petrol,1300,268000,"Rs. 2,350,000"
Honda,Es1,2003,Automatic,Petrol,1490,268000,"Rs. 5,790,000"
Honda,City,2002,Automatic,Petrol,1500,268000,"Rs. 3,590,000"
Nissan,FB14,1998,Automatic,Diesel,2000,268000,"Rs. 3,250,000"
Nissan,FB13 Sunny Anniversary,1991,Manual,Petrol,1500,268248,"Rs. 2,625,000"
Suzuki,Hustler,2015,Automatic,Hybrid,650,269000,"Rs. 5,550,000"
Toyota,Axio,2007,Automatic,Petrol,1500,270000,"Rs. 7,200,000"
Hyundai,Stellar,1986,Manual,Petrol,1400,271000,"Rs. 975,000"
Toyota,Corolla 121,2026,Manual,Diesel,2000,273000,"Rs. 5,700,000"
Nissan,LUCINO FB 14,1995,Automatic,Petrol,1490,274015,"Rs. 2,595,000"
Nissan,FB15,1999,Automatic,Petrol,1300,275000,"Rs. 4,060,000(Ongoing Lease)"
Honda,Civic Ek3 EXI,1999,Manual,Petrol,1500,275000,"Rs. 4,590,000"
Nissan,TRAD SUNNY FB12 5FW,1987,Manual,Petrol,1500,275000,"Rs. 850,000"
Toyota,Prius,2011,Automatic,Hybrid,1800,275000,"Rs. 9,350,000"
Peugeot,406-D8,1997,Manual,Petrol,1800,277000,"Rs. 2,295,000"
Mitsubishi,Galant,1989,Manual,Diesel,23003,277269,"Rs. 2,150,000"
Nissan,FB15,1999,Automatic,Petrol,1500,278000,"Rs. 4,100,000"
Nissan,Sunny B12,1986,Manual,Petrol,1300,278161,"Rs. 1,650,000"
Nissan,Sunny B13,1991,Manual,Petrol,1300,278466,"Rs. 2,050,000"
Toyota,Prius,2011,Automatic,Hybrid,1800,280000,"Rs. 9,500,000"
Hyundai,Accent,2001,Manual,Petrol,1500,281000,"Rs. 2,490,000"
