Brand,Model,Year of Manufacture,Transmission,Fuel Type,Engine Capacity (cc),Mileage (km),Price (Rs.)
Toyota,Aqua G Limited,2012,Automatic,Petrol,1490,65000,"Rs. 7,150,000"
Suzuki,Spacia,2016,Automatic,Petrol,650,65085,"Rs. 5,995,000"
Hero-Honda,Super Splendor,2010,,,100,65200,"Rs. 135,000"
Chery,QQ,2007,Manual,Petrol,800,65230,"Rs. 1,830,000"
Mercedes-Benz,CLA 180,2016,Automatic,Petrol,1600,65500,"Rs. 19,500,000"
Toyota,Vitz,2018,Automatic,Petrol,1000,65523,"Rs. 7,950,000"
Mitsubishi,Lancer Box,1983,Manual,Petrol,1400,65723,"Rs. 1,175,000"
Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,660,65724,"Rs. 7,300,000"
Suzuki,Spacia,2018,Automatic,Hybrid,650,66000,"Rs. 5,675,000"
Chery,QQ 308,2009,Manual,Petrol,800,66000,"Rs. 1,600,000"
Suzuki,Maruti,2005,Manual,Petrol,800,66000,"Rs. 1,795,000"
Honda,CIVIC,2018,Automatic,Petrol,1000,66000,"Rs. 12,950,000"
Honda,Civic EX Tech Pack,2018,Automatic,Petrol,1000,66000,"Rs. 13,275,000"
Toyota,Vitz 3rd Edition,2019,Automatic,Petrol,1000,66000,"Rs. 8,800,000"
Micro,Panda LC,2016,Manual,Petrol,1300,66000,"Rs. 3,350,000"
BMW,318i,2018,Automatic,Petrol,1500,66000,"Rs. 19,000,000"
Toyota,Premio G Superior,2015,Automatic,Petrol,1500,66000,"Rs. 13,395,000"
Datsun,Redi-GO,2017,Manual,Petrol,800,66200,"Rs. 3,525,000"
Volkswagen,Polo R Line,2019,Automatic,Petrol,1000,66200,"Rs. 10,200,000"
Chery,QQ,2008,Manual,Petrol,812,66212,"Rs. 1,525,000"
Chery,QQ,2011,Manual,Petrol,800,66232,"Rs. 1,650,000"
Micro,Panda,2014,Manual,Petrol,1000,66500,"Rs. 3,195,000"
Renault,Kwid,2016,Manual,Petrol,800,66800,"Rs. 3,975,000"
Suzuki,Wagon R FX,2017,Automatic,Hybrid,660,67000,"Rs. 6,275,000"
Suzuki,Alto,2015,Manual,Petrol,800,67000,"Rs. 3,790,000"
Suzuki,Alto,2015,Manual,Petrol,800,67000,"Rs. 3,795,000"
Suzuki,Alto,2016,Manual,Petrol,800,67000,"Rs. 3,795,000"
Honda,Civic Sr,2017,Automatic,Petrol,1000,67000,"Rs. 11,800,000"
Hyundai,EON,2016,Manual,Petrol,1000,67000,"Rs. 4,090,000"
Toyota,Vitz Jewela Edition 02,2018,Automatic,Petrol,1000,67000,"Rs. 7,900,000"
Toyota,Vitz Jewela Edition 02,2018,Automatic,Petrol,1000,67000,"Rs. 7,900,000"
Toyota,Vitz Jewela Edition 02,2018,Automatic,Petrol,1000,67000,"Rs. 7,900,000"
Toyota,Vitz Jewela Edition 02,2018,Automatic,Petrol,1000,67000,"Rs. 7,900,000"
Toyota,Vitz Jewela Edition 02,2018,Automatic,Petrol,1000,67000,"Rs. 7,900,000"
Toyota,Vitz Jewela Edition 02,2018,Automatic,Petrol,1000,67000,"Rs. 7,900,000"
Toyota,Vitz Jewela Edition 02,2018,Automatic,Petrol,1000,67000,"Rs. 7,900,000"
Toyota,Vitz Jewela Edition 02,2018,Automatic,Petrol,1000,67000,"Rs. 7,900,000"
Toyota,Vitz Jewela Edition 02,2018,Automatic,Petrol,1000,67000,"Rs. 7,900,000"
Toyota,Vitz,2018,Automatic,Petrol,1000,67000,"Rs. 8,000,000"
Honda,Civic,2020,Automatic,Petrol,1000,67300,"Rs. 15,000,000"
Toyota,Premio G Superior,2018,Automatic,Petrol,1500,67500,"Rs. 17,175,000"
Suzuki,Spacia,2018,Automatic,Hybrid,650,68000,"Rs. 5,650,000"
Toyota,Pixis Epoch X Limited,2023,Automatic,Petrol,660,68000,"Rs. 6,175,000"
Suzuki,Maruti EFI,2011,Manual,Petrol,800,68000,"Rs. 2,310,000"
Suzuki,Alto 800 LXi,2016,Manual,Petrol,800,68000,"Rs. 3,900,000(Ongoing Lease)"
Suzuki,Alto,2017,Manual,Petrol,800,68000,"Rs. 3,950,000"
Micro,Panda 1.0,2017,Manual,Petrol,1000,68000,"Rs. 3,450,000"
Toyota,Vitz Safety Edition,2017,Automatic,Petrol,1000,68000,"Rs. 7,490,000"
Toyota,AQUA,2018,Automatic,Petrol,1500,68000,"Rs. 10,550,000"
Toyota,Premio G Superior,2017,Automatic,Petrol,1500,68000,"Rs. 16,000,000"
Suzuki,ALTO K10,2015,Manual,Petrol,1000,68300,"Rs. 4,150,000"
Toyota,Vitz Edition 3,2019,Automatic,Petrol,998,68776,"Rs. 8,695,000"
Suzuki,Wagon R Stingray,2018,Automatic,Petrol,660,69000,"Rs. 6,997,500"
Toyota,Passo,2016,Automatic,Petrol,1000,69000,"Rs. 6,880,000"
Toyota,Vitz,2018,Automatic,Petrol,1000,69000,"Rs. 8,300,000"
Mitsubishi,ATTRAGE GLS,2019,Automatic,Petrol,1300,69000,"Rs. 7,950,000"
Toyota,Axio,2015,Automatic,Hybrid,1500,69000,"Rs. 9,450,000"
Toyota,Crown,1996,Automatic,Diesel,2500,69000,"Rs. 4,990,000"
Audi,A3 Sportback,2017,Automatic,Petrol,1000,69500,"Rs. 11,500,000"
Audi,A3 Sportback,2017,Automatic,Petrol,1000,69500,"Rs. 11,500,000"
Audi,A3 Sportback,2017,Automatic,Petrol,1000,69500,"Rs. 11,500,000"
Audi,A3 Sportback,2017,Automatic,Petrol,1000,69500,"Rs. 11,500,000"
Audi,A3 Sportback,2017,Automatic,Petrol,1000,69500,"Rs. 11,500,000"
Audi,A3 Sportback,2017,Automatic,Petrol,1000,69500,"Rs. 11,500,000"
Audi,A3 Sportback,2017,Automatic,Petrol,1000,69500,"Rs. 11,500,000"
Audi,A3 Sportback,2017,Automatic,Petrol,1000,69500,"Rs. 11,500,000"
Toyota,VITZ SAFETY,2018,Automatic,Petrol,1000,69800,"Rs. 7,390,000"
Daihatsu,Mira,2017,Automatic,Petrol,680,70000,"Rs. 5,675,000"
Suzuki,Alto,2015,Manual,Petrol,800,70000,"Rs. 3,825,000"
Suzuki,Celerio,2017,Automatic,Petrol,1000,70000,"Rs. 5,350,000"
Suzuki,Swift RS,2017,Automatic,Petrol,1000,70000,"Rs. 9,250,000"
Toyota,Vitz,2018,Automatic,Petrol,1000,70000,"Rs. 8,300,000"
Toyota,Tank,2019,Automatic,Petrol,1000,70000,"Rs. 9,600,000"
Toyota,AXIO WXB,2018,Automatic,Hybrid,1500,70000,"Rs. 14,000,000"
Toyota,Premio,2018,Automatic,Petrol,1500,70000,"Rs. 15,400,000"
Suzuki,Spacia Custom,2016,Automatic,Hybrid,660,70450,"Rs. 6,600,000"
Micro,Panda Geely,2015,Manual,Petrol,1000,70724,"Rs. 2,970,000"
Suzuki,Wagon R,2018,Automatic,Petrol,650,71000,"Rs. 6,700,000"
Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,650,71000,"Rs. 7,500,000"
Suzuki,Spacia,2017,Automatic,Petrol,660,71000,"Rs. 6,925,000"
Suzuki,Celerio Vxi,2016,Automatic,Petrol,1000,71000,"Rs. 5,175,000"
Chevrolet,Aveo,2008,Manual,Petrol,1200,71000,"Rs. 3,100,000"
Micro,Panda,2012,Manual,Petrol,1300,71000,"Rs. 2,690,000"
Mercedes-Benz,C200,2018,Automatic,Petrol,1500,71000,"Rs. 24,800,000"
Chery,QQ 308,2008,Manual,Petrol,812,71324,"Rs. 1,585,000"
Daihatsu,Mira,2016,Automatic,Petrol,650,71500,"Rs. 5,390,000"
Renault,Kwid,2016,Manual,Petrol,800,72000,"Rs. 3,790,000"
Suzuki,Maruti,2008,Manual,Petrol,800,72000,"Rs. 2,150,000"
Perodua,Axia G Grade,2016,Automatic,Petrol,1000,72000,"Rs. 5,465,000"
Perodua,Axia G,2017,Automatic,Petrol,1000,72000,"Rs. 5,875,000"
Toyota,Vitz,2016,Automatic,Petrol,1000,72000,"Rs. 7,050,000"
Toyota,Vitz SCP,2007,Automatic,Petrol,1300,72000,"Rs. 5,950,000"
Audi,A5 S-Line,2018,Automatic,Petrol,1400,72500,"Rs. 25,500,000"
Jaguar,XF,2013,Automatic,Diesel,2200,72500,"Rs. 12,950,000"
Chery,QQ,2008,Manual,Petrol,812,72541,"Rs. 1,525,000"
Toyota,Vitz,2016,Automatic,Petrol,1000,72700,"Rs. 7,400,000"
Suzuki,Wagon R Stingray,2015,Automatic,Petrol,650,73000,"Rs. 5,950,000"
Nissan,DAYZ,2017,Automatic,Petrol,660,73000,"Rs. 6,100,000"
Suzuki,Wagon R FZ Premium,2018,Automatic,Hybrid,660,73000,"Rs. 6,550,000"
Suzuki,Wagon R FZ Premium,2018,Automatic,Hybrid,660,73000,"Rs. 6,550,000"
Suzuki,Wagon R FZ Premium,2018,Automatic,Hybrid,660,73000,"Rs. 6,550,000"
Suzuki,Wagon R FZ Premium,2018,Automatic,Hybrid,660,73000,"Rs. 6,550,000"
Suzuki,Wagon R FZ Premium,2018,Automatic,Hybrid,660,73000,"Rs. 6,550,000"
Suzuki,Wagon R FZ Premium,2018,Automatic,Hybrid,660,73000,"Rs. 6,550,000"
Suzuki,Wagon R FZ Premium,2018,Automatic,Hybrid,660,73000,"Rs. 6,550,000"
Suzuki,Wagon R FZ Premium,2018,Automatic,Hybrid,660,73000,"Rs. 6,550,000"
Suzuki,Wagon R FZ Premium,2018,Automatic,Hybrid,660,73000,"Rs. 6,550,000"
Suzuki,Wagon R FZ Premium,2018,Automatic,Hybrid,660,73000,"Rs. 6,550,000"
Datsun,Redi-Go,2016,Manual,Petrol,799,73000,"Rs. 3,690,000"
Datsun,Redi-Go,2016,Manual,Petrol,799,73000,"Rs. 3,690,000"
Micro,Panda Cross,2013,Manual,Petrol,1300,73000,"Rs. 3,195,000"
Toyota,Allion,2018,Automatic,Petrol,1500,73000,"Rs. 13,800,000"
Tata,Nano,2017,Automatic,Petrol,624,74000,"Rs. 2,295,000"
Suzuki,Wagon R FZ Safety,2018,Automatic,Petrol,650,74000,"Rs. 6,475,000"
Suzuki,Wagon R Stingray,2017,Automatic,Hybrid,660,74000,"Rs. 6,800,000"
Suzuki,Wagon R FZ Premium,2018,Automatic,Hybrid,660,74000,"Rs. 6,850,000"
Honda,Fit,2010,Automatic,Petrol,1330,74000,"Rs. 5,650,000"
Peugeot,406 Coupe,2000,Manual,Petrol,1990,74000,"Rs. 9,500,000"
Mercedes-Benz,C200 Premium,2019,Automatic,Petrol,1500,74500,"Rs. 28,500,000"
Mercedes-Benz,C160,2017,Automatic,Petrol,1598,74500,"Rs. 19,000,000"
Suzuki,Maruti,2013,Manual,Petrol,800,74560,"Rs. 2,450,000"
Kia,Picanto,2017,Automatic,Petrol,1000,74800,"Rs. 6,075,000"
Suzuki,Swift RS Turbo Safety,2018,Automatic,Petrol,1000,74800,"Rs. 8,075,000"
Suzuki,A-Star,2012,Automatic,Petrol,990,74890,"Rs. 4,390,000"
Suzuki,Alto,2017,Manual,Petrol,800,75000,"Rs. 4,075,000"
Micro,Panda LC 1.0,2017,Manual,Petrol,1000,75000,"Rs. 3,390,000"
Suzuki,SWIFT RS TURBO SAFETY,2017,Automatic,Petrol,1000,75000,"Rs. 8,150,000"
Toyota,Vitz,2016,Automatic,Petrol,1000,75000,"Rs. 6,775,000"
Toyota,Vitz,2018,Automatic,Petrol,1000,75000,"Rs. 8,000,000"
Nissan,March HK11,1998,Automatic,Petrol,1300,75000,"Rs. 3,100,000"
Volkswagen,Beetel,1965,Manual,Petrol,1300,75000,"Rs. 975,000"
Toyota,Axio G,2014,Automatic,Petrol,1500,75000,"Rs. 9,000,000"
Mercedes-Benz,CLA 180,2017,Automatic,Petrol,1600,75000,"Rs. 20,500,000"
Nissan,FB13 Doctor Sunny,1993,Manual,Diesel,1700,75000,"Rs. 1,000,000(Ongoing Lease)"
Suzuki,Maruti 800,2000,Manual,Petrol,800,75110,"Rs. 1,650,000"
Perodua,Viva Elite,2011,Automatic,Petrol,1000,75500,"Rs. 4,600,000"
Micro,Panda,2012,Manual,Petrol,1300,75500,"Rs. 2,575,000"
Toyota,ROOMY,2017,Automatic,Petrol,1000,75800,"Rs. 7,325,000"
Suzuki,Celerio Vxi,2016,Automatic,Petrol,1000,75962,"Rs. 5,190,000"
Daihatsu,Mira,2016,Automatic,Petrol,650,76000,"Rs. 5,375,000"
Toyota,Vitz,2017,Automatic,Petrol,1000,76000,"Rs. 7,500,000"
Chevrolet,Aveo,2008,Manual,Petrol,1400,76000,"Rs. 1,800,000"
Toyota,PREMIO,2018,Automatic,Petrol,1500,76000,"Rs. 16,250,000"
Toyota,PREMIO,2018,Automatic,Petrol,1500,76000,"Rs. 16,250,000"
Audi,A6 S Line,2016,Automatic,Petrol,1800,76000,"Rs. 16,900,000"
Renault,Kwid,2016,Manual,Petrol,800,76400,"Rs. 3,790,000"
Suzuki,Spacia,2016,Automatic,Petrol,650,76437,"Rs. 6,800,000"
Nissan,Datsun,1983,Manual,Petrol,1400,76584,"Rs. 595,000"
Toyota,Vitz Edition 3,2019,Automatic,Petrol,1000,76700,"Rs. 7,975,000"
Toyota,Vitz Edition 3,2019,Automatic,Petrol,1000,76700,"Rs. 7,975,000"
Toyota,Vitz Edition 3,2019,Automatic,Petrol,1000,76700,"Rs. 7,975,000"
Suzuki,Alto Japan,2018,Automatic,Petrol,650,76950,"Rs. 5,650,000"
Suzuki,MARUTI 800,2012,Manual,Petrol,800,77000,"Rs. 2,685,000"
Perodua,Bezza,2019,Automatic,Petrol,1000,77000,"Rs. 6,650,000"
Suzuki,Swift,2019,Automatic,Petrol,1000,77000,"Rs. 8,325,000"
Toyota,Vitz Edition 2 Safety,2018,Automatic,Petrol,1000,77000,"Rs. 7,500,000"
Suzuki,Swift,2003,Automatic,Petrol,1320,77000,"Rs. 3,850,000"
Honda,Fit GP5,2014,Automatic,Hybrid,1500,77000,"Rs. 7,490,000"
Datsun,Redi-GO,2016,Manual,Petrol,799,77200,"Rs. 3,590,000"
Suzuki,Wagon R Stingray,2014,Automatic,Petrol,650,77400,"Rs. 5,690,000"
Suzuki,Celerio X ZXI,2019,Automatic,Petrol,1000,77500,"Rs. 6,700,000"
Chevrolet,BEAT,2012,Manual,Petrol,1200,77804,"Rs. 4,000,000"
Suzuki,Wagon R Stingry,2017,Automatic,Petrol,650,78000,"Rs. 6,650,000"
Suzuki,Wagon R FZ,2018,Automatic,Electric,660,78000,"Rs. 6,390,000"
Chery,QQ,2012,Manual,Petrol,800,78000,"Rs. 1,890,000"
Suzuki,Maruti 800,2005,Manual,Petrol,800,78000,"Rs. 1,875,000"
Suzuki,ALTO,2015,Manual,Petrol,800,78000,"Rs. 3,800,000"
Honda,Civic EX,2017,Automatic,Petrol,1000,78000,"Rs. 13,400,000"
Honda,Civic EX,2017,Automatic,Petrol,1000,78000,"Rs. 13,400,000"
Perodua,Viva Elite,2011,Manual,Petrol,1000,78000,"Rs. 4,100,000"
Toyota,Vitz Safety,2018,Automatic,Petrol,1000,78000,"Rs. 7,575,000"
Mazda,RX-8,2009,Automatic,Petrol,1308,78000,"Rs. 8,750,000"
Mitsubishi,Lancer Station Wagon,1978,Manual,Petrol,1400,78000,"Rs. 1,125,000"
Toyota,AXIO,2015,Automatic,Hybrid,1500,78000,"Rs. 8,800,000"
Mercedes-Benz,E300 Coupe AMG E63 Converted,2017,Automatic,Petrol,2000,78000,"Rs. 29,000,000"
Micro,Panda,2015,Manual,Petrol,1000,78250,"Rs. 3,050,000"
Daihatsu,Mira G Grade,2017,Automatic,Petrol,650,78500,"Rs. 6,200,000"
Suzuki,Wagon R Fz Premium,2018,Automatic,Hybrid,650,78500,"Rs. 6,790,000"
Toyota,Vitz,2019,Automatic,Petrol,1000,78550,"Rs. 8,650,000"
Suzuki,Celerio Lxi,2015,Manual,Petrol,996,78561,"Rs. 4,850,000"
Suzuki,Wagon R,2018,Automatic,Hybrid,660,78690,"Rs. 6,775,000"
Suzuki,Wagon R Stingray J Style,2014,Automatic,Petrol,660,78800,"Rs. 5,900,000"
Suzuki,Wagon R,2019,Automatic,Hybrid,650,79000,"Rs. 7,150,000"
Suzuki,Wagon R,2015,Automatic,Hybrid,660,79000,"Rs. 5,450,000"
Suzuki,Alto 800 Lxi,2015,Manual,Petrol,800,79000,"Rs. 3,800,000"
Suzuki,Celerio,2015,Automatic,Petrol,1000,79000,"Rs. 5,350,000"
Suzuki,Swift,2017,Automatic,Hybrid,1240,79000,"Rs. 7,800,000"
Toyota,Axio Hybrid,2015,Automatic,Petrol,1500,79000,"Rs. 11,200,000"
Toyota,Axio G Grade,2017,Automatic,Petrol,1500,79000,"Rs. 11,750,000"
Toyota,PREMIO G SUPERIOR,2019,Automatic,Petrol,1500,79000,"Rs. 16,450,000"
Suzuki,Swift,2010,Manual,Petrol,13000,79000,"Rs. 4,550,000"
Toyota,Axio,2017,Automatic,Petrol,1300,79500,"Rs. 11,500,000"
Suzuki,Wagon R FX,2018,Automatic,Petrol,650,80000,"Rs. 6,295,000"
Renault,Kwid,2016,Manual,Petrol,800,80000,"Rs. 3,750,000"
Suzuki,Alto,2016,Manual,Petrol,800,80000,"Rs. 3,750,000"
Suzuki,Alto,2015,Manual,Petrol,800,80000,"Rs. 3,790,000"
Suzuki,Celerio,2014,Automatic,Petrol,1000,80000,"Rs. 5,385,000"
Toyota,Vitz KSP90,2008,Automatic,Petrol,1000,80000,"Rs. 5,900,000"
Toyota,Vitz,2016,Automatic,Petrol,1000,80000,"Rs. 7,550,000"
Toyota,Vitz Edition 2,2018,Automatic,Petrol,1000,80000,"Rs. 8,275,000"
Toyota,Vitz Edition 2,2018,Automatic,Petrol,1000,80000,"Rs. 8,275,000"
Toyota,Axio WXB,2019,Automatic,Hybrid,1500,80000,"Rs. 14,000,000"
Mercedes-Benz,C180,2017,Automatic,Petrol,1600,80000,"Rs. 19,000,000"
Nissan,Bluebird,1984,Manual,Diesel,1600,80000,"Rs. 950,000"
Mercedes-Benz,2015-,2015,Automatic,Diesel,2200,80000,"Rs. 21,500,000"
Toyota,VITZ,2017,Automatic,Petrol,1000,80020,"Rs. 7,990,000"
Toyota,Wigo G Grade,2018,Automatic,Petrol,1000,80100,"Rs. 6,900,000"
Suzuki,Alto LXI,2015,Manual,Petrol,800,80353,"Rs. 3,650,000"
Toyota,Vitz,2017,Automatic,Petrol,1000,80600,"Rs. 7,690,000"
Toyota,Corolla 2,1995,Automatic,Petrol,1330,80720,"Rs. 3,000,000"
Toyota,Premio G Superior,2014,Automatic,Petrol,1500,80770,"Rs. 13,500,000"
Suzuki,Wagon R,2018,Automatic,Hybrid,650,81000,"Rs. 6,150,000"
Suzuki,Wagon R Stingray,2018,Automatic,Petrol,650,81000,"Rs. 6,950,000"
Nissan,Dayz Highway Star Turbo,2019,Automatic,Petrol,660,81000,"Rs. 6,475,000"
Nissan,Dayz Highway Star Top Spec,2019,Automatic,Petrol,660,81000,"Rs. 6,475,000"
Suzuki,Alto 800 LXi,2015,Manual,Petrol,800,81000,"Rs. 3,650,000"
Honda,Civic Vtec Turbo EX,2017,Automatic,Petrol,1000,81000,"Rs. 13,200,000"
Micro,Panda Geely,2013,Manual,Petrol,1000,81000,"Rs. 2,925,000"
Suzuki,Celerio X,2018,Automatic,Petrol,1000,81000,"Rs. 5,800,000"
Toyota,Vitz,2017,Automatic,Petrol,1000,81000,"Rs. 8,000,000"
Honda,Fit GP5,2014,Automatic,Hybrid,1500,81000,"Rs. 7,075,000"
Mercedes-Benz,S400,2014,Automatic,Hybrid,35000,81000,"Rs. 39,000,000"
Suzuki,Wagon R Fx,2017,Automatic,Hybrid,660,81006,"Rs. 6,295,000(Ongoing Lease)"
Suzuki,Alto,2015,Manual,Petrol,796,81102,"Rs. 3,890,000"
Micro,Panda Cross,2017,Automatic,Petrol,1000,81200,"Rs. 3,990,000"
Suzuki,Swift RS Turbo Safety,2017,Automatic,Petrol,1000,81487,"Rs. 7,990,000"
Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,650,82000,"Rs. 6,750,000"
Suzuki,Wagon R,2017,Automatic,Hybrid,650,82000,"Rs. 6,900,000"
Suzuki,Spacia,2017,Automatic,Petrol,660,82000,"Rs. 6,590,000"
Chery,QQ,2011,Manual,Petrol,800,82000,"Rs. 2,050,000"
Kia,Picanto,2016,Automatic,Petrol,1000,82000,"Rs. 5,275,000"
Micro,Panda Cross,2016,Manual,Petrol,1300,82000,"Rs. 3,675,000"
Suzuki,Maruti,2006,Manual,Petrol,800,82016,"Rs. 1,980,000"
Suzuki,WAGON R,2017,Automatic,Petrol,650,82075,"Rs. 6,295,000"
Toyota,Vitz,2015,Automatic,Petrol,1000,82600,"Rs. 7,790,000"
Mahindra,E 20,2018,Automatic,Electric,31,83000,"Rs. 1,650,000"
Suzuki,Wagon R,2018,Automatic,Petrol,650,83000,"Rs. 6,425,000"
Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,660,83000,"Rs. 6,825,000"
Suzuki,Alto,2015,Manual,Petrol,800,83000,"Rs. 3,625,000"
Perodua,AXIA G GRADE,2017,Automatic,Petrol,1000,83000,"Rs. 6,190,000"
Suzuki,WAGON R FX SAFETY,2018,Automatic,Hybrid,1000,83000,"Rs. 6,290,000"
Toyota,YARIS E,2018,Automatic,Petrol,1329,83000,"Rs. 10,350,000"
Honda,Grace,2017,Automatic,Hybrid,1500,83000,"Rs. 10,900,000"
Toyota,Premio G SUPERIOR,2018,Automatic,Petrol,1500,83000,"Rs. 15,800,000"
Toyota,Premio,2018,Automatic,Petrol,1500,83000,"Rs. 16,500,000"
Suzuki,Wagon R,2018,Automatic,Hybrid,650,83005,"Rs. 6,295,000"
Toyota,Axio Hybrid G Grade,2017,Automatic,Hybrid,1500,83200,"Rs. 10,475,000"
Toyota,Axio Hybrid G Grade,2017,Automatic,Hybrid,1500,83200,"Rs. 10,475,000"
Perodua,Axia,2016,Automatic,Petrol,998,83500,"Rs. 5,700,000(Ongoing Lease)"
Suzuki,WAGON R FX,2017,Automatic,Hybrid,650,83740,"Rs. 5,790,000"
Suzuki,Celerio,2015,Automatic,Petrol,1000,83900,"Rs. 5,100,000(Ongoing Lease)"
Suzuki,WAGON R FZ,2014,Automatic,Petrol,650,84000,"Rs. 5,590,000"
Suzuki,WAGON R FZ,2018,Automatic,Hybrid,650,84000,"Rs. 6,495,000"
Suzuki,Wagon R Stingray,2017,Automatic,Hybrid,650,84000,"Rs. 6,750,000"
Suzuki,Wagon R Stingray,2014,Automatic,Hybrid,660,84000,"Rs. 5,800,000"
Chery,Qq,2011,Manual,Petrol,800,84000,"Rs. 1,495,000"
Suzuki,Alto,2015,Manual,Petrol,800,84000,"Rs. 3,800,000"
Suzuki,Wagon R Fx,2017,Automatic,Petrol,800,84000,"Rs. 5,790,000"
Honda,Civic,2018,Automatic,Petrol,1000,84000,"Rs. 12,700,000"
Toyota,Vitz,2008,Automatic,Petrol,1000,84000,"Rs. 5,400,000"
Toyota,Vitz Ksp90,2010,Automatic,Petrol,1000,84000,"Rs. 5,750,000"
Toyota,Vitz Edition 02,2018,Automatic,Petrol,1000,84000,"Rs. 8,300,000"
Toyota,Aqua X Urban,2015,Automatic,Petrol,1500,84000,"Rs. 8,450,000"
Suzuki,Maruti,2011,Manual,Petrol,800,84090,"Rs. 2,490,000"
Suzuki,Wagon R FZ SAFETY,2017,Automatic,Hybrid,650,84500,"Rs. 6,475,000"
Chery,Qq,2007,Manual,Petrol,812,84755,"Rs. 1,650,000"
Toyota,Vitz Safety Edition,2016,Automatic,Petrol,1000,84857,"Rs. 6,700,000"
Nissan,Leaf Hights Grade,2014,Automatic,Electric,70,85000,"Rs. 5,250,000"
Suzuki,Wagon R,2015,Automatic,Hybrid,650,85000,"Rs. 5,850,000"
Suzuki,Wagon R FZ Safety,2018,Automatic,Hybrid,650,85000,"Rs. 7,100,000"
Suzuki,X BEE,2018,Automatic,Hybrid,650,85000,"Rs. 8,650,000"
Suzuki,Wagon R Fz Safety,2018,Automatic,Petrol,660,85000,"Rs. 6,600,000"
Suzuki,Maruti 800,2006,Manual,Petrol,800,85000,"Rs. 2,050,000"
Suzuki,Maruti EFI,2005,Manual,Petrol,800,85000,"Rs. 2,140,000"
Suzuki,Alto 800,2015,Manual,Petrol,800,85000,"Rs. 3,695,000"
Tata,Nano,2011,Manual,Petrol,800,85000,"Rs. 1,295,000"
Kia,Picanto,2016,Automatic,Petrol,1000,85000,"Rs. 1,450,000"
Suzuki,Swift RS Turbo Safety,2017,Automatic,Petrol,1000,85000,"Rs. 7,675,000"
Toyota,Passo,2017,Automatic,Petrol,1000,85000,"Rs. 6,700,000"
Toyota,Vitz Safety Edition 2,2017,Automatic,Petrol,1000,85000,"Rs. 8,000,000"
Toyota,Vitz Edition 2,2019,Automatic,Petrol,1000,85000,"Rs. 8,090,000"
Suzuki,Swift Sports RS,2018,Automatic,Hybrid,1200,85000,"Rs. 8,850,000"
Mini,Cooper,1960,Automatic,Petrol,1299,85000,"Rs. 2,450,000"
Proton,Saga,2011,Automatic,Petrol,1300,85000,"Rs. 3,765,000"
Toyota,Yaris ATIV,2017,Automatic,Petrol,1329,85000,"Rs. 9,200,000"
Mitsubishi,Lancer Box,1983,Manual,Petrol,1400,85000,"Rs. 945,000"
Toyota,Axio,2017,Automatic,Hybrid,1500,85000,"Rs. 12,500,000"
Mercedes-Benz,E250 Straight,2014,Automatic,Diesel,2143,85000,"Rs. 20,500,000"
Suzuki,Celerio,2016,Automatic,Petrol,1000,85329,"Rs. 5,550,000"
Suzuki,Maruti 800,2011,Manual,Petrol,800,85400,"Rs. 2,400,000"
Toyota,Wigo G,2017,Automatic,Petrol,1000,85406,"Rs. 6,750,000"
Micro,Panda,2012,Manual,Petrol,800,85475,"Rs. 2,800,000"
Suzuki,Wagon R Stingray,2018,Automatic,Petrol,600,86000,"Rs. 6,800,000"
Suzuki,Maruti,2005,Manual,Petrol,800,86000,"Rs. 1,950,000"
Suzuki,Maruti,2005,Manual,Petrol,800,86000,"Rs. 1,950,000"
Suzuki,Maruti,2005,Manual,Petrol,800,86000,"Rs. 2,125,000"
Suzuki,Maruti 800 EFI,2006,Manual,Petrol,800,86000,"Rs. 2,195,000"
Suzuki,SWIFT RS TURBO,2017,Automatic,Petrol,1000,86000,"Rs. 7,975,000"
Suzuki,SWIFT RS TURBO,2017,Automatic,Petrol,1000,86000,"Rs. 7,975,000"
Micro,Panda Cross,2012,Manual,Petrol,1300,86000,"Rs. 2,950,000"
Suzuki,Swift,2017,Automatic,Petrol,1300,86000,"Rs. 7,425,000"
Honda,Grace Rs Sensing Led Pack,2019,Automatic,Hybrid,1500,86000,"Rs. 11,425,000"
Toyota,Premio,2016,Automatic,Petrol,1500,86000,"Rs. 14,500,000"
BMW,740i M Sport,2015,Automatic,Petrol,3000,86000,"Rs. 28,000,000"
Micro,Panda Cross,2015,Manual,Petrol,1300,86184,"Rs. 590,000"
Micro,Panda Cross,2013,Manual,Petrol,1300,86200,"Rs. 3,175,000"
Toyota,Premio G Superior,2019,Automatic,Petrol,15000,86701,"Rs. 16,400,000"
Suzuki,Alto 800,2014,Manual,Petrol,800,86800,"Rs. 3,550,000"
Suzuki,Alto 800,2014,Manual,Petrol,800,86800,"Rs. 3,550,000"
Datsun,REDI-GO,2017,Manual,Petrol,800,86900,"Rs. 3,290,000"
Suzuki,Wagon R,2014,Automatic,Hybrid,660,87000,"Rs. 5,100,000"
Hyundai,Magna Plus,2017,Manual,Petrol,800,87000,"Rs. 4,075,000"
Hyundai,Magna Plus,2017,Manual,Petrol,800,87000,"Rs. 4,075,000"
